"muni","cod_via","prov","old","new","old_date","new_date"
43005,455,"tarragona","DEU (EL SERRADALT)","PRESSEGUERS (DELS)",20010630,20101231
43005,456,"tarragona","DOTZE (EL SERRADALT)","RESCLOSA (DE LA)",20010630,20101231
43005,457,"tarragona","ONZE (EL SERRADALT)","SANTIAGO BARCELO (DE)",20010630,20101231
43005,458,"tarragona","SET (EL SERRADALT)","OLIVET (DE L')",20010630,20101231
43005,459,"tarragona","SIS (EL SERRADALT)","MOLI D'ALCOVER (DEL)",20010630,20101231
43005,460,"tarragona","TRETZE (EL SERRADALT)","GARROFERS (DELS)",20010630,20101231
43005,461,"tarragona","VUIT (EL SERRADALT)","FRANCOLI (DEL)",20010630,20101231
43005,500,"tarragona","U (LA CABANA)","SECA (DEL)",20010630,20101231
43005,501,"tarragona","DOS (LA CABANA)","BOSQUET (DEL)",20010630,20101231
43005,502,"tarragona","TRES (LA CABANA)","VINYA (DE LA)",20010630,20101231
43005,503,"tarragona","QUATRE (LA CABANA)","BLAT (DEL)",20010630,20101231
43005,504,"tarragona","CINC (LA CABANA)","SAFRA (DEL)",20010630,20101231
43005,510,"tarragona","NOU (EL SERRADALT)","POMERES (DE LES)",20010630,20101231
43005,527,"tarragona","SETZE","PELUDA (DE LA)",20010630,20101231
43007,37,"tarragona","GUARDIOLA","JOSEP GUARDIOLA",20010630,20101231
43012,107,"tarragona","ROSINYOLS","ROSSINYOL",20010630,20101231
43012,154,"tarragona","FACINA","FASSINA",20010630,20101231
43012,279,"tarragona","COLSERO (DEL)","PEDRA DEL COLSERO",20010630,20101231
43013,538,"tarragona","BALANDRO","BALANDRE",20010630,20101231
43013,547,"tarragona","AMETLLA DE MAR (L')","AMETLLA DE MAR (DE L')",20010630,20101231
43013,548,"tarragona","ANCLA","ANCORA",20010630,20101231
43013,549,"tarragona","ANZUELO","HAM",20010630,20101231
43013,550,"tarragona","ARPON","ARPO",20010630,20101231
43013,551,"tarragona","BERGANTIN","BERGANTI",20010630,20101231
43013,553,"tarragona","BRUJULA","BRUIXOLA",20010630,20101231
43013,557,"tarragona","FALUCHO","FALUTX",20010630,20101231
43013,558,"tarragona","GALEON","GALIOT",20010630,20101231
43013,565,"tarragona","MAR (DEL)","RONDA DE LA MAR",20010630,20101231
43013,576,"tarragona","TRAMONTANA","TRAMUNTANA",20010630,20101231
43013,577,"tarragona","TRIDENTE","TRIDENT",20010630,20101231
43013,578,"tarragona","VELERO","VELER",20010630,20101231
43013,579,"tarragona","VOLANTIN","VOLANTI",20010630,20101231
43013,583,"tarragona","YATE","IOT",20010630,20101231
43013,626,"tarragona","ARCO IRIS","ARC DE SANT MARTI (DE L')",20010630,20101231
43013,629,"tarragona","BARRANCO SANT JORDI","BARRANC DE SANT JORDI (DEL)",20010630,20101231
43013,630,"tarragona","BOTANICO SENEN","BOTANIC SENEN (DEL)",20010630,20101231
43013,636,"tarragona","CARABELA (DE LA)","CARAVEL.LA",20010630,20101231
43013,638,"tarragona","CASTILLA","CASTELLA",20010630,20101231
43013,639,"tarragona","CATORCE","CATORZE",20010630,20101231
43013,642,"tarragona","DIECIOCHO","DIVUIT",20010630,20101231
43013,643,"tarragona","DOCE","DOTZE",20010630,20101231
43013,644,"tarragona","ENCINAS (DE LAS)","ALZINES (DE LES)",20010630,20101231
43013,645,"tarragona","ENCLAVE (DEL)","ENCLAVAMENT (DE L')",20010630,20101231
43013,650,"tarragona","INVERNADERO","HIVERNACLE",20010630,20101231
43013,655,"tarragona","LEVANTE","LLEVANT (3 CALES)",20010630,20101231
43013,656,"tarragona","LIEBRE","LLEBRE (DE LA)",20010630,20101231
43013,658,"tarragona","MANANTIAL (DEL)","BROLLADOR",20010630,20101231
43013,660,"tarragona","MARGARITA","MARGARIDA",20010630,20101231
43013,661,"tarragona","MARTIN VIDAL","MARTI VIDAL",20010630,20101231
43013,662,"tarragona","MEDIO (DEL)","MIG (DEL)",20010630,20101231
43013,665,"tarragona","MONTAGUD","MONTAGUT",20010630,20101231
43013,667,"tarragona","NAVEGANTE (DEL)","NAVEGANT",20010630,20101231
43013,670,"tarragona","ONCE","ONZE",20010630,20101231
43013,671,"tarragona","PINO","PI",20010630,20101231
43013,673,"tarragona","PUERTO (DEL)","PORT (TRES CALES) (DEL)",20010630,20101231
43013,675,"tarragona","R. PAMAR","RIBAMAR (TRES CALES)",20010630,20101231
43013,676,"tarragona","RAMON XIFRA","RAMON XIFRA RIERA",20010630,20101231
43013,680,"tarragona","TENIS","TENNIS",20010630,20101231
43013,683,"tarragona","TORDO (DEL)","TORD (DEL)",20010630,20101231
43013,687,"tarragona","VEINTISEIS","VINT-I-SIS",20010630,20101231
43013,688,"tarragona","VEINTISIETE","VINT-I-SET (TRES CALES)",20010630,20101231
43013,691,"tarragona","VIRGEN DE LA CINTA","VERGE DE LA CINTA",20010630,20101231
43013,692,"tarragona","VIRGEN DEL CARMEN","VERGE DEL CARME",20010630,20101231
43013,693,"tarragona","ZAHORI","SAURI",20010630,20101231
43013,696,"tarragona","MARITIMO","MARITIMO (URB.S.JORDI)",20010630,20101231
43013,721,"tarragona","UNO (TRES CALES)","U (TRES CALES)",20010630,20101231
43013,722,"tarragona","CUATRO (TRES CALES)","QUATRE (TRES CALES)",20010630,20101231
43013,726,"tarragona","BERGANTIN (TRES CALES)","BERGANTI (TRES CALES)",20010630,20101231
43014,1207,"tarragona","PARTIDA FIGUEROLA","FIGUEROLA",20010630,20101231
43014,1208,"tarragona","PARTIDA COMES","COMES",20010630,20101231
43014,1209,"tarragona","PARTIDA TAPA","TAPA",20010630,20101231
43014,1215,"tarragona","PARTIDA SENYORA","SENYORA",20010630,20101231
43014,1219,"tarragona","PARTIDA BALADA","BALADA",20010630,20101231
43014,1220,"tarragona","PARTIDA ENCANYISSADA","ENCANYISSADA",20010630,20101231
43014,1221,"tarragona","PARTIDA QUART","QUART",20010630,20101231
43014,1222,"tarragona","PARTIDA EUCALIPTUS","EUCALIPTUS",20010630,20101231
43014,1223,"tarragona","PARTIDA GIL","GIL",20010630,20101231
43014,1224,"tarragona","PARTIDA ENCLUSA","ENCLUSA",20010630,20101231
43014,1241,"tarragona","PARTIDA CARROBA","CARROVA",20010630,20101231
43014,1242,"tarragona","PARTIDA MOLINAS","MOLINAS",20010630,20101231
43014,1248,"tarragona","PARTIDA PINS","PINS",20010630,20101231
43014,1249,"tarragona","PARTIDA TOSES","TOSSES",20010630,20101231
43014,1273,"tarragona","PARTIDA ANTICH","ANTIC",20010630,20101231
43014,1274,"tarragona","PARTIDA MAS D'EN CARRASCA","MAS D'EN CARRASCA",20010630,20101231
43014,1275,"tarragona","PARTIDA MAS D'EN CIVIL","MAS D'EN CIVIL",20010630,20101231
43014,1276,"tarragona","PARTIDA AMETLLER","AMETLLER",20010630,20101231
43014,1277,"tarragona","PARTIDA FAVARET","FAVARET",20010630,20101231
43014,1278,"tarragona","PARTIDA MONTSIANELL","MONTSIANELL",20010630,20101231
43014,1279,"tarragona","PARTIDA COMUNETS","COMUNETS",20010630,20101231
43014,1280,"tarragona","PARTIDA FERRERETA","FERRERETA",20010630,20101231
43014,1281,"tarragona","PARTIDA ORIOLA","ORIOLA",20010630,20101231
43014,1282,"tarragona","PARTIDA ALOI","ALOI",20010630,20101231
43014,1286,"tarragona","PARTIDA PANISSOS","PANISSOS",20010630,20101231
43014,1314,"tarragona","PARTIDA CARLET","CARLET",20010630,20101231
43014,1315,"tarragona","PARTIDA BEQUESSINES","BEQUESSINES",20010630,20101231
43014,1316,"tarragona","PARTIDA MOLINET","MOLINET",20010630,20101231
43014,1337,"tarragona","MESTRE OMS","MESTRE HOMS",20010630,20101231
43014,1352,"tarragona","PARTIDA CALVARI","CALVARI",20010630,20101231
43014,1362,"tarragona","PARTIDA XIRIBECHS","XIRIBECS",20010630,20101231
43014,1366,"tarragona","PARTIDA ROQUE","ROQUE",20010630,20101231
43014,1368,"tarragona","PARTIDA CABISCOL","CABISCOL",20010630,20101231
43014,1371,"tarragona","PARTIDA CORRAL DE LA SERRA","CORRAL DE LA SERRA",20010630,20101231
43014,1372,"tarragona","PARTIDA COLLADES","COLLADES",20010630,20101231
43014,1373,"tarragona","PARTIDA CERVERONES","CERVERONES",20010630,20101231
43014,1374,"tarragona","PARTIDA CANAL MARITIM","CANAL MARITIM",20010630,20101231
43014,1375,"tarragona","PARTIDA LA TORA","LA TORA",20010630,20101231
43014,1398,"tarragona","PARTIDA TAULADA","TAULADA",20010630,20101231
43014,1418,"tarragona","PARTIDA CUBILAS","CUBILAS",20010630,20101231
43014,1419,"tarragona","PARTIDA TANCADA","TANCADA",20010630,20101231
43015,32,"tarragona","MAS D'EN VI<U+00A5>AS","MAS D'EN VINAS",20010630,20101231
43016,347,"tarragona","PARE PALAU (DEL)","PARE FRANCESC PALAU (DE)",20010630,20101231
43016,361,"tarragona","PUIGMOLTO","CASETES DE PUIGMOLTO (LES)",20010630,20101231
43016,376,"tarragona","ALCALA DE GUADAIRA (D')","ALCALA DE GUADAIRA (DE)",20010630,20101231
43016,377,"tarragona","AVILES (D')","AVILES (DE)",20010630,20101231
43016,378,"tarragona","HORTALEZA (D')","HORTALEZA (DE)",20010630,20101231
43016,380,"tarragona","SANT LLORENC","SAN LORENZO",20010630,20101231
43016,415,"tarragona","PAPIOL A BANYERES","PAPIOL",20010630,20101231
43019,212,"tarragona","JOSEP MUR","MARGARITA SEVIL",20010630,20101231
43019,262,"tarragona","ALCALDE JOSEP MIQUEL MONTANA JORNET","ALCALDE JOSEP MIQUEL MONTANA",20010630,20101231
43020,13,"tarragona","GUADALAJARA","CATALUNYA",20010630,20101231
43020,182,"tarragona","A-BOSCOS","PRESIDENT LLUIS COMPANYS",20010630,20101231
43020,183,"tarragona","B-BOSCOS","ABAT ESCARRE",20010630,20101231
43020,225,"tarragona","A-INTERIOR-BOSCOS","SALVADOR ESPRIU",20010630,20101231
43020,26,"tarragona","JEREZ","PENEDES",20010630,20101231
43021,54,"tarragona","PRIM","JOAN PRIM",20010630,20101231
43021,76,"tarragona","SET D'ABRIL","MORERES",20010630,20101231
43021,87,"tarragona","JOSE AGUSTIN GOYTISOLO","POETA GOYTISOLO (DEL)",20010630,20101231
43023,49,"tarragona","MASIA BARRIL","MAS D'EN GIL",20010630,20101231
43024,20,"tarragona","CONSTITUCIO (DE LA)","CATALUNYA",20010630,20101231
43028,208,"tarragona","GASOLINERA VENCAL","GASOLINERA REPSOL",20010630,20101231
43028,269,"tarragona","C","GLADIOL",20010630,20101231
43028,274,"tarragona","O","ROSA",20010630,20101231
43028,275,"tarragona","P","VIOLETA",20010630,20101231
43028,348,"tarragona","I","MIRALBA (DE LA)",20010630,20101231
43028,357,"tarragona","H","GIRA-SOL",20010630,20101231
43029,77,"tarragona","SOLIVELLA (DE)","ONZE DE SETEMBRE",20010630,20101231
43031,176,"tarragona","SARDANA","SARDANA (DE LA)",20010630,20101231
43031,177,"tarragona","SENYORA DE GENER","SRA. MAGDALENA MARTORELL",20010630,20101231
43031,261,"tarragona","POLIESPORTIU","POLIESPORTIU (DEL)",20010630,20101231
43031,278,"tarragona","MAS CREMAT","MAS CREMAT (DEL)",20010630,20101231
43031,317,"tarragona","MAS GOOD","PLANES (POL 3 PARC 13)",20010630,20101231
43033,123,"tarragona","MAS D'EN DOMENECH","RIUDOMS (DE)",20010630,20101231
43033,98,"tarragona","CASTELL (DEL)","PUJADA DEL CASTELL",20010630,20101231
43036,46,"tarragona","A (MAS DEL PLATA)","ALIO (MAS DEL PLATA)",20010630,20101231
43036,47,"tarragona","B (MAS DEL PLATA)","PRINCIPAL (MAS DEL PLATA)",20010630,20101231
43036,48,"tarragona","C (MAS DEL PLATA)","CRESPIA (MAS DEL PLATA)",20010630,20101231
43036,49,"tarragona","D (MAS DEL PLATA)","DARNIUS (MAS DEL PLATA)",20010630,20101231
43036,50,"tarragona","E (MAS DEL PLATA)","ESTAMARIU (MAS DEL PLATA)",20010630,20101231
43036,51,"tarragona","F (MAS DEL PLATA)","FONTARELLA (MAS DEL PLATA)",20010630,20101231
43036,52,"tarragona","G (MAS DEL PLATA)","GAIA (MAS DEL PLATA)",20010630,20101231
43036,53,"tarragona","H (MAS DEL PLATA)","HOSTALRIC (MAS DEL PLATA)",20010630,20101231
43036,54,"tarragona","I (MAS DEL PLATA)","IVORRA (MAS DEL PLATA)",20010630,20101231
43036,55,"tarragona","J (MAS DEL PLATA)","JORBA (MAS DEL PLATA)",20010630,20101231
43036,56,"tarragona","K (MAS DEL PLATA)","QUEROL (MAS DEL PLATA)",20010630,20101231
43036,57,"tarragona","M (MAS DEL PLATA)","MONTBLANC (MAS DEL PLATA)",20010630,20101231
43036,58,"tarragona","N (MAS DEL PLATA)","NULLES (MAS DEL PLATA)",20010630,20101231
43036,59,"tarragona","L (MAS DEL PLATA)","LLUSA (MAS DEL PLATA)",20010630,20101231
43036,60,"tarragona","O (MAS DEL PLATA)","OLOT (MAS DEL PLATA)",20010630,20101231
43036,61,"tarragona","P (MAS DEL PLATA)","PUIGCERDA (MAS DEL PLATA)",20010630,20101231
43036,62,"tarragona","Q (MAS DEL PLATA)","QUART (MAS DEL PLATA)",20010630,20101231
43036,63,"tarragona","R (MAS DEL PLATA)","REUS (MAS DEL PLATA)",20010630,20101231
43036,64,"tarragona","S (MAS DEL PLATA)","SABADELL (MAS DEL PLATA)",20010630,20101231
43036,65,"tarragona","T (MAS DEL PLATA)","TREMP (MAS DEL PLATA)",20010630,20101231
43036,66,"tarragona","U (MAS DEL PLATA)","ULLDECONA (MAS DEL PLATA)",20010630,20101231
43036,67,"tarragona","X (MAS DEL PLATA)","XERTA (MAS DEL PLATA)",20010630,20101231
43036,68,"tarragona","Y (MAS DEL PLATA)","BANYOLES (MAS DEL PLATA)",20010630,20101231
43036,78,"tarragona","A (MIRALCAMP)","CATALUNYA (URB.MIRALCAMP)",20010630,20101231
43036,79,"tarragona","B (MIRALCAMP)","BARCELONA (URB.MIRALCAMP)",20010630,20101231
43036,80,"tarragona","C (MIRALCAMP)","TARRAGONA (URB.MIRALCAMP)",20010630,20101231
43036,81,"tarragona","D (MIRALCAMP-RESIDENCIAL)","LLEIDA (URB.MIRALCAMP)",20010630,20101231
43036,82,"tarragona","E (MIRALCAMP-RESIDENCIAL)","GIRONA (URB.MIRALCAMP)",20010630,20101231
43036,83,"tarragona","A (CAN RUI)","ANOIA (CAN RUI)",20010630,20101231
43036,84,"tarragona","B (CAN RUI)","BAIX CAMP (CAN RUI)",20010630,20101231
43036,85,"tarragona","C (CAN RUI)","CONCA DE BARBERA (CAN RUI)",20010630,20101231
43036,86,"tarragona","D (CAN RUI)","DELTEBRE (CAN RUI)",20010630,20101231
43036,87,"tarragona","E (CAN RUI)","ESPINELVES (CAN RUI)",20010630,20101231
43036,88,"tarragona","F (CAN RUI)","FALSET (CAN RUI)",20010630,20101231
43036,89,"tarragona","G (CAN RUI)","GARRIGUES (CAN RUI)",20010630,20101231
43036,90,"tarragona","H (CAN RUI)","HOSPITALET (CAN RUI)",20010630,20101231
43036,91,"tarragona","I (CAN RUI)","IGUALADA (CAN RUI)",20010630,20101231
43036,92,"tarragona","J (CAN RUI)","JUNEDA (CAN RUI)",20010630,20101231
43036,93,"tarragona","K (CAN RUI)","COGULLO (CAN RUI)",20010630,20101231
43036,94,"tarragona","M (CAN RUI)","MARESME (CAN RUI)",20010630,20101231
43036,95,"tarragona","N (CAN RUI)","LINYOLA (CAN RUI)",20010630,20101231
43037,1004,"tarragona","COMTE ORBANEJA","COMTE GOMEZ DE ORBANEJA",20010630,20101231
43037,1022,"tarragona","SANT RAFEL","SANT RAFAEL",20010630,20101231
43037,1023,"tarragona","GARBI","GARBI -EL PRAT-",20010630,20101231
43037,1024,"tarragona","TRAMONTANA","TRAMUNTANA",20010630,20101231
43037,1055,"tarragona","JOSEP BERGES I BARBA","JOSEP BARGES I BARBA",20010630,20101231
43037,110,"tarragona","MARIA MARTA MORAGAS","MARTA MORAGAS",20010630,20101231
43037,162,"tarragona","SANT MIQUEL","SANT MIQUEL DE SEGUR",20010630,20101231
43037,176,"tarragona","SURESTONIA","SUD-ESTONIA",20010630,20101231
43037,182,"tarragona","TORRE DE LOS ESCIPIONES","TORRE DELS ESCIPIONS",20010630,20101231
43037,40,"tarragona","COMPTE CASTELL DE LA MOTA","COMTESSA CASTELL DE LA MOTA",20010630,20101231
43037,5,"tarragona","ALMANZOR","ANTONI ALMAZOR",20010630,20101231
43037,656,"tarragona","HORTA (BELLAMAR)","HORTA",20010630,20101231
43037,679,"tarragona","6 DE DESEMBRE","SIS DE DESEMBRE",20010630,20101231
43037,699,"tarragona","MOSSEN CINTO VERDAGUER","JACINT VERDAGUER",20010630,20101231
43037,727,"tarragona","CAM PAPIOL","CAN PAPIOL",20010630,20101231
43037,74,"tarragona","GAUDI","ANTONI GAUDI",20010630,20101231
43037,848,"tarragona","VENDRELL","MOSSEN JAUME TOBELLA",20010630,20101231
43037,891,"tarragona","CUNIT","CUNIT (BELLAMAR)",20010630,20101231
43037,923,"tarragona","TERRAL (MAS MEL)","TERRAL",20010630,20101231
43037,924,"tarragona","SUD (MAS MEL)","SUD",20010630,20101231
43037,925,"tarragona","COSSETANIA (DE LA)","COSSETANIA",20010630,20101231
43037,927,"tarragona","SERE (MAS MEL)","SERE",20010630,20101231
43037,929,"tarragona","NORD (MAS MEL)","NORD",20010630,20101231
43037,930,"tarragona","MISTRAL (MAS MEL)","MESTRAL",20010630,20101231
43037,931,"tarragona","MIGJORN (MAS MEL)","MIGJORN",20010630,20101231
43037,932,"tarragona","MARINADA (MAS MEL)","MARINADA",20010630,20101231
43037,934,"tarragona","LLEVANT (MAS MEL)","LLEVANT",20010630,20101231
43037,935,"tarragona","LLEBEIG (MAS MEL)","LLEBEIG",20010630,20101231
43037,936,"tarragona","FORANELL (MAS MEL)","FORANELL",20010630,20101231
43037,953,"tarragona","EST (MAS MEL)","EST",20010630,20101231
43037,954,"tarragona","GREGAL (MAS MEL)","GREGAL",20010630,20101231
43037,959,"tarragona","AMETLLA-MAR","AMETLLA DE MAR",20010630,20101231
43037,967,"tarragona","RAFEL CASANOVA","RAFAEL CASANOVA",20010630,20101231
43037,968,"tarragona","MOLI","MOLI DEL BLANQUET",20010630,20101231
43038,292,"tarragona","ORQUIDEES","ORQUIDIES",20010630,20101231
43038,457,"tarragona","CORRALET","CAMI CORRALET",20010630,20101231
43038,460,"tarragona","MAS CLARIANA","MAS D'EN CLARIANA",20010630,20101231
43038,464,"tarragona","REUS (DE)","CAMI DE REUS",20010630,20101231
43038,593,"tarragona","B-BALIANES","METAL.LURGIA",20010630,20101231
43038,594,"tarragona","C-BALIANES","LLUM (DE LA)",20010630,20101231
43038,595,"tarragona","A-BALIANES","FUSTERIES",20010630,20101231
43038,616,"tarragona","MARINA (DE LA)","CAMI DE LA MARINA",20010630,20101231
43038,671,"tarragona","MARIA AURELIA CAMPANY","MARIA AURELIA CAPMANY",20010630,20101231
43042,153,"tarragona","PARTIDA ROQUISOS","ROQUISOS",20010630,20101231
43043,102,"tarragona","COMTES DE SANTA COLOMA","COMTES DE SANTA COLOMA (DELS)",20010630,20101231
43043,104,"tarragona","JACINT VERDAGUER","JACINT VERDAGUER (DE)",20010630,20101231
43043,107,"tarragona","DOCTOR ROBERT","DOCTOR ROBERT (DEL)",20010630,20101231
43043,109,"tarragona","DUC DE LA VICTORIA","DUC DE LA VICTORIA (DEL)",20010630,20101231
43043,111,"tarragona","PRESIDENT MACIA","FRANCESC MACIA (DE)",20010630,20101231
43043,112,"tarragona","PRESIDENT COMPANYS","LLUIS COMPANYS (DE)",20010630,20101231
43043,113,"tarragona","ANGEL GUIMERA","ANGEL GUIMERA (D')",20010630,20101231
43043,114,"tarragona","ONZE DE SETEMBRE","ONZE DE SETEMBRE (DE L')",20010630,20101231
43043,115,"tarragona","PRAT DE LA RIBA","PRAT DE LA RIBA (DE)",20010630,20101231
43043,116,"tarragona","SANT NICASI","SANT NICASI (DE)",20010630,20101231
43043,118,"tarragona","SANT JOAN","SANT JOAN (DE)",20010630,20101231
43043,120,"tarragona","ANTONI GAUDI","ANTONI GAUDI (D')",20010630,20101231
43043,121,"tarragona","PAU CASALS","PAU CASALS (DE)",20010630,20101231
43043,123,"tarragona","POMPEU FABRA","POMPEU FABRA (DE)",20010630,20101231
43043,131,"tarragona","ROSSINYOL (URB.MAS VILET DELS PINS)","ROSSINYOL (DEL)",20010630,20101231
43043,142,"tarragona","GIRONA (URB.PINALBERT)","GIRONA (DE)",20010630,20101231
43043,143,"tarragona","TARRAGONA (URB.PINALBERT)","TARRAGONA (DE)",20010630,20101231
43043,144,"tarragona","LLEIDA (URB.PINALBERT)","LLEIDA (DE)",20010630,20101231
43043,148,"tarragona","FALSET (URB.MAS DE BLANC)","FALSET (DE)",20010630,20101231
43043,149,"tarragona","MAS DE TONI (URB.ELS COCONS)","MAS DE TONI (DEL)",20010630,20101231
43043,158,"tarragona","JOAN MIRO (URB.BONAIGUA)","JOAN MIRO (DE)",20010630,20101231
43043,159,"tarragona","TARRAGONA (URB.ELS COCONS)","JULI GARRETA (DE)",20010630,20101231
43043,161,"tarragona","FORN DE SALDO (URB.BONAIGUA)","FORN DE SALDO (DEL)",20010630,20101231
43043,164,"tarragona","MAS DE RAFEL (URB.MAS DE BLANC)","MAS DE RAFEL (DE)",20010630,20101231
43043,165,"tarragona","CATALUNYA (URB.ELS COCONS)","RAMON DE BERENGUER I (DE)",20010630,20101231
43043,166,"tarragona","CATALUNYA (URB.MAS VILET DELS PINS)","RAMON LLULL (DE)",20010630,20101231
43043,167,"tarragona","OCELLS (DELS) (URB.ELS COCONS)","OCELLS (DELS)",20010630,20101231
43043,168,"tarragona","PINS (DELS) (URB.ELS COCONS)","RAMON DE MUNTANER (DE)",20010630,20101231
43043,170,"tarragona","PRIORAT (URB.MAS VILET DELS PINS)","ABAT OLIVA (DE L')",20010630,20101231
43043,171,"tarragona","ROSERS (DELS) (URB.ELS COCONS)","ROSERS (DELS)",20010630,20101231
43043,183,"tarragona","CATALUNYA (URB.MAS VILET DELS PINS)","CATALUNYA (DE)",20010630,20101231
43043,188,"tarragona","MARIA FORTUNY","MARIA FORTUNY (DE)",20010630,20101231
43043,189,"tarragona","MEDITERRANI (URB.MAS VILET DELS PINS)","JOAN MARAGALL (DE)",20010630,20101231
43043,190,"tarragona","TERCERA (URB.RESIDENCIAL 5 ESTRELLES)","TERCERA",20010630,20101231
43043,191,"tarragona","MERCE (DE LA) (URB.MAS DE BLANC)","MERCE (DE LA)",20010630,20101231
43043,196,"tarragona","MALLORCA (URB.MAS DE BLANC)","MALLORCA (DE)",20010630,20101231
43043,197,"tarragona","MESTRAL","MESTRAL (DE)",20010630,20101231
43043,203,"tarragona","CINQUENA (URB.RESIDENCIAL 5 ESTRELLES)","CINQUENA",20010630,20101231
43043,204,"tarragona","QUARTA (URB.RESIDENCIAL 5 ESTRELLES)","QUARTA",20010630,20101231
43043,208,"tarragona","COLL DE TAPIOLES (URB.BONAIGUA)","COLL DE TAPIOLES (DEL)",20010630,20101231
43043,210,"tarragona","SEGONA (URB.RESIDENCIAL 5 ESTRELLES)","SEGONA",20010630,20101231
43043,211,"tarragona","SANT JOSEP (URB.COLL DE TAPIOLES)","SANT JOSEP (DE)",20010630,20101231
43043,213,"tarragona","CARME (DEL) (URB.COLL DE TAPIOLES)","AUSIAS MARCH (DE)",20010630,20101231
43043,216,"tarragona","SANT NICASI (URB.MAS VILET DELS PINS)","HUMBERT DE MONTOLIU (D')",20010630,20101231
43043,220,"tarragona","ROMANIS (DELS) (URB.ESPLAI TARRAGONI)","ROMANI (DEL)",20010630,20101231
43043,221,"tarragona","PAU (LA) (URB.ESPLAI TARRAGONI)","PAU (DE LA)",20010630,20101231
43043,223,"tarragona","SANT CRISTOFOL (URB.MAS DE BLANC)","SANT CRISTOFOL (DE)",20010630,20101231
43043,224,"tarragona","GIRONES (URB.PINS MANOUS 3)","GIRONES (DEL)",20010630,20101231
43043,246,"tarragona","JOSEP M. JUJOL","JOSEP M. JUJOL (DE)",20010630,20101231
43043,248,"tarragona","PROLONGACIO AV. CATALUNYA","RIERA (DE LA)",20010630,20101231
43043,251,"tarragona","ARBRES (DELS) (URB.ELS COCONS)","GUERAU DE QUERALT (DE)",20010630,20101231
43043,256,"tarragona","GINESTA (URB.ELS COCONS)","JOAN GAMPER (DE)",20010630,20101231
43043,258,"tarragona","QUATRE (URB.ELS COCONS)","VIOLANT D'HONGRIA (DE)",20010630,20101231
43043,259,"tarragona","SET (URB.ELS COCONS)","ROSA SENSAT (DE)",20010630,20101231
43043,26,"tarragona","TARRAGONA (URB.MAS DE BLANC)","JOSEP PLA (DE)",20010630,20101231
43043,261,"tarragona","TRES (URB.ELS COCONS)","GENERAL MORAGUES (DEL)",20010630,20101231
43043,263,"tarragona","VELL DEL CATLLAR (URB.ELS COCONS)","VELL DEL CATLLAR",20010630,20101231
43043,265,"tarragona","ESPIGOLS (DELS) (URB.ESPLAI TARRAGONI)","ESPIGOLS (DE L')",20010630,20101231
43043,266,"tarragona","FARIGOLES (DE LES) (URB.ESPLAI TARRAGONI)","FARIGOLES (DE LES)",20010630,20101231
43043,267,"tarragona","PINS (DELS) (URB.ESPLAI TARRAGONI)","PINS (DELS)",20010630,20101231
43043,268,"tarragona","SALUT (URB.ESPLAI TARRAGONI)","SALUT (DE LA)",20010630,20101231
43043,269,"tarragona","SANTA MARIA DE MONTSERRAT (URB.ESPLAI TARR","MARE DE DEU DE MONTSERRAT (DE LA)",20010630,20101231
43043,272,"tarragona","CISTERNA (DE LA) (URB. MANOUS 1)","CISTERNA (DE LA)",20010630,20101231
43043,273,"tarragona","POU (DEL) (URB. MANOUS 1)","PI (DEL)",20010630,20101231
43043,274,"tarragona","MAS DE TOLOSA (URB.MANOUS 1)","RAMON DE PUIGMOLTO (DE)",20010630,20101231
43043,275,"tarragona","FRANCOLI (URB.MANOUS 1)","FRANCOLI (DEL)",20010630,20101231
43043,276,"tarragona","ALZINAR (URB.MANOUS 1)","ALZINAR (DE L')",20010630,20101231
43043,277,"tarragona","MAS DE SALORT (URB.MANOUS 1)","MAS D'ENRIC (DEL)",20010630,20101231
43043,278,"tarragona","GAIA (URB. MANOUS 1)","GAIA (DEL)",20010630,20101231
43043,279,"tarragona","MAS D'ENRIC (URB. MANOUS 1)","GENERAL PRIM (DEL)",20010630,20101231
43043,280,"tarragona","I (URB.MANOUS 1)","TARRAGONA (DE) (MANOUS1)",20010630,20101231
43043,281,"tarragona","J (URB.MANOUS 1)","PRINCEP DE VIANA (DEL)",20010630,20101231
43043,282,"tarragona","K (URB.MANOUS 1)","ESTRET",20010630,20101231
43043,283,"tarragona","AVELLANERS (URB.MANOUS 2)","AVELLANERS (DELS)",20010630,20101231
43043,284,"tarragona","GARROFERS (URB.MANOUS 2)","GARROFERS (DELS)",20010630,20101231
43043,287,"tarragona","AMETLLERS (URB.MANOUS 2)","AMETLLERS (DELS)",20010630,20101231
43043,288,"tarragona","VELL DE MAS D'ENRIC (URB.MANOUS 2)","VELL DE MAS D'ENRIC",20010630,20101231
43043,292,"tarragona","A (URB.MAS D'ENRIC)","ANTIC DE TARRAGONA",20010630,20101231
43043,294,"tarragona","D (URB.MAS D'ENRIC)","MARGARITA XIRGU (DE)",20010630,20101231
43043,296,"tarragona","F (URB.MAS D'ENRIC)","JOAN XXIII (DE)",20010630,20101231
43043,298,"tarragona","ALT CAMP (URB.PINS MANOUS 3)","ALT CAMP (DE L')",20010630,20101231
43043,299,"tarragona","ANOIA (URB.PINS MANOUS 3)","ANOIA (DE L')",20010630,20101231
