"muni_code","muni_name","total","h_u25","h_25_40","h_a40","m_u25","m_25_40","m_a40","agricultura","industria","construccion","servicios","sin_empleo_anterior","prov"
23045,"huesa",67,4,17,17,12,11,6,29,2,9,22,5,"jaen"
23046,"ibros",196,8,19,39,25,59,46,29,11,72,60,24,"jaen"
23047,"iruela, la",98,7,15,19,8,36,13,19,NA,4,71,4,"jaen"
23048,"iznatoraf",23,2,3,4,4,6,4,13,NA,1,5,4,"jaen"
23049,"jabalquinto",100,6,11,25,12,24,22,21,0,12,57,10,"jaen"
23050,"jaen",11163,551,2257,1932,602,3296,2525,956,623,793,7443,1348,"jaen"
23051,"jamilena",209,9,37,46,21,69,27,52,22,9,108,18,"jaen"
23052,"jimena",70,6,7,13,13,20,11,12,3,2,49,4,"jaen"
23053,"jodar",522,36,71,95,91,141,88,161,23,33,250,55,"jaen"
23040,"lahiguera",54,3,5,14,10,16,6,21,0,0,28,5,"jaen"
23054,"larva",7,0,1,3,0,1,2,2,0,1,4,NA,"jaen"
23055,"linares",7736,369,1381,1297,390,2136,2163,802,482,651,4545,1256,"jaen"
23056,"lopera",151,5,24,25,24,50,23,28,7,7,99,10,"jaen"
23057,"lupion",34,2,2,4,7,12,7,5,3,0,17,9,"jaen"
23058,"mancha real",738,34,97,130,65,276,136,171,52,91,347,77,"jaen"
23059,"marmolejo",463,28,62,75,72,149,77,87,26,24,268,58,"jaen"
23060,"martos",1841,115,271,217,177,616,445,318,368,57,910,188,"jaen"
23061,"mengibar",1126,69,189,209,87,317,255,217,96,162,500,151,"jaen"
23062,"montizon",41,2,6,5,10,7,11,16,9,2,8,6,"jaen"
23063,"navas de san juan",161,6,12,38,28,44,33,41,1,5,107,7,"jaen"
23064,"noalejo",55,3,11,11,6,20,4,23,0,3,26,3,"jaen"
23065,"orcera",166,8,24,40,22,41,31,42,5,10,92,17,"jaen"
23066,"peal de becerro",271,19,49,41,25,93,44,70,14,17,141,29,"jaen"
23067,"pegalajar",183,10,22,30,12,67,42,31,15,15,107,15,"jaen"
23069,"porcuna",195,12,16,29,36,75,27,43,11,5,120,16,"jaen"
23070,"pozo alcon",509,36,117,121,30,111,94,128,21,41,283,36,"jaen"
23071,"puente de genave",126,4,15,23,10,48,26,37,9,5,73,2,"jaen"
23072,"puerta de segura, la",135,7,26,35,7,32,28,43,7,28,52,5,"jaen"
23073,"quesada",308,19,60,81,37,67,44,110,10,14,165,9,"jaen"
23074,"rus",327,20,54,50,29,86,88,62,28,24,169,44,"jaen"
23075,"sabiote",256,8,33,39,34,86,56,53,10,23,138,32,"jaen"
23076,"santa elena",140,9,19,29,12,32,39,17,4,9,103,7,"jaen"
23077,"santiago de calatrava",21,1,3,1,5,11,0,6,0,NA,13,2,"jaen"
23904,"santiago-pontones",150,13,26,37,7,49,18,28,2,13,93,14,"jaen"
23079,"santisteban del puerto",194,10,15,45,24,56,44,56,9,30,89,10,"jaen"
23080,"santo tome",70,3,7,10,16,24,10,13,2,1,50,4,"jaen"
23081,"segura de la sierra",94,1,13,23,8,35,14,24,5,6,54,5,"jaen"
23082,"siles",139,6,25,30,11,32,35,38,4,10,76,11,"jaen"
23084,"sorihuela del guadalimar",59,2,7,17,8,13,12,14,4,0,39,2,"jaen"
23085,"torreblascopedro",120,6,14,15,20,38,27,21,3,1,81,14,"jaen"
23086,"torre del campo",1233,52,235,244,100,371,231,329,78,63,645,118,"jaen"
23087,"torredonjimeno",1234,78,210,198,89,340,319,277,98,69,625,165,"jaen"
23088,"torreperogil",659,17,82,142,65,167,186,137,33,63,342,84,"jaen"
23090,"torres",62,3,10,10,5,25,9,13,1,3,40,5,"jaen"
23091,"torres de albanchez",61,5,6,10,9,20,11,15,2,5,38,1,"jaen"
23092,"ubeda",3537,148,532,599,213,1044,1001,502,226,190,2100,519,"jaen"
23093,"valdepenas de jaen",104,12,19,10,10,45,8,32,3,6,55,8,"jaen"
23094,"vilches",366,21,38,64,40,111,92,53,23,19,250,21,"jaen"
23095,"villacarrillo",493,27,102,96,54,138,76,146,12,16,275,44,"jaen"
23096,"villanueva de la reina",194,17,18,32,25,59,43,21,15,8,131,19,"jaen"
23097,"villanueva del arzobispo",376,12,57,57,40,118,92,137,27,19,159,34,"jaen"
23098,"villardompardo",40,3,4,6,7,14,6,11,0,7,17,5,"jaen"
23099,"villares, los",276,15,36,51,26,97,51,38,14,16,182,26,"jaen"
23101,"villarrodrigo",26,3,5,7,1,3,7,16,1,1,7,1,"jaen"
23903,"villatorres",187,6,31,26,24,66,34,45,11,6,110,15,"jaen"
26001,"abalos",5,NA,1,1,1,2,0,0,1,NA,4,0,"la rioja"
26002,"agoncillo",78,1,14,18,3,20,22,8,22,3,41,4,"la rioja"
26003,"aguilar del rio alhama",23,1,4,3,NA,4,11,0,12,NA,11,NA,"la rioja"
26004,"ajamil de cameros",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"la rioja"
26005,"albelda de iregua",247,5,57,52,8,76,49,40,52,18,128,9,"la rioja"
26006,"alberite",191,7,39,42,0,55,48,24,29,19,103,16,"la rioja"
26007,"alcanadre",32,0,5,10,0,9,8,6,10,0,16,NA,"la rioja"
26008,"aldeanueva de ebro",101,8,28,17,3,24,21,24,30,5,40,2,"la rioja"
26009,"alesanco",31,3,10,7,0,5,6,6,10,4,10,1,"la rioja"
26010,"aleson",5,NA,2,1,NA,NA,2,3,1,NA,1,NA,"la rioja"
26011,"alfaro",655,23,134,147,18,144,189,87,209,50,282,27,"la rioja"
26012,"almarza de cameros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26013,"anguciana",26,0,2,8,1,6,9,2,3,1,20,0,"la rioja"
26014,"anguiano",14,1,2,5,NA,3,3,1,3,NA,10,NA,"la rioja"
26015,"arenzana de abajo",13,1,4,1,0,4,3,6,1,NA,6,0,"la rioja"
26016,"arenzana de arriba",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"la rioja"
26017,"arnedillo",22,0,8,6,0,4,4,1,1,1,19,0,"la rioja"
26018,"arnedo",805,23,142,157,28,190,265,47,308,42,361,47,"la rioja"
26019,"arrubal",28,0,6,8,0,7,7,2,11,0,15,0,"la rioja"
26020,"ausejo",22,2,1,3,1,9,6,5,6,0,7,4,"la rioja"
26021,"autol",216,7,57,50,9,43,50,55,42,14,101,4,"la rioja"
26022,"azofra",10,2,1,4,NA,2,1,4,NA,NA,5,1,"la rioja"
26023,"badaran",16,NA,1,6,1,4,4,3,2,NA,9,2,"la rioja"
26024,"banares",13,1,3,3,NA,4,2,4,3,NA,5,1,"la rioja"
26025,"banos de rioja",6,NA,1,3,NA,2,NA,3,1,NA,2,NA,"la rioja"
26026,"banos de rio tobia",86,8,7,18,1,24,28,8,26,3,45,4,"la rioja"
26027,"berceo",6,NA,2,3,NA,1,NA,NA,1,3,2,NA,"la rioja"
26028,"bergasa",7,NA,1,3,NA,1,2,NA,2,1,4,NA,"la rioja"
26029,"bergasillas bajera",1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"la rioja"
26030,"bezares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26031,"bobadilla",9,0,2,2,1,0,4,2,1,1,5,NA,"la rioja"
26032,"brieva de cameros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26033,"brinas",5,NA,0,1,NA,1,3,NA,0,1,4,NA,"la rioja"
26034,"briones",33,0,11,5,1,8,8,6,3,5,18,1,"la rioja"
26035,"cabezon de cameros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26036,"calahorra",1660,80,322,320,62,414,462,172,397,83,904,104,"la rioja"
26037,"camprovin",9,NA,2,1,NA,3,3,2,1,NA,6,NA,"la rioja"
26038,"canales de la sierra",4,NA,3,1,NA,NA,NA,1,NA,1,2,NA,"la rioja"
26039,"canillas de rio tuerto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26040,"canas",4,NA,2,0,NA,1,1,1,NA,NA,2,1,"la rioja"
26041,"cardenas",6,NA,3,2,NA,1,NA,3,1,NA,2,NA,"la rioja"
26042,"casalarreina",83,4,19,21,0,20,19,20,5,6,48,4,"la rioja"
26043,"castanares de rioja",38,1,5,10,1,7,14,3,5,4,25,1,"la rioja"
26044,"castroviejo",1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"la rioja"
26045,"cellorigo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26046,"cenicero",113,4,13,28,2,42,24,26,15,2,66,4,"la rioja"
26047,"cervera del rio alhama",109,3,18,39,5,22,22,9,35,11,48,6,"la rioja"
26048,"cidamon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26049,"cihuri",10,1,1,2,NA,2,4,3,1,NA,6,NA,"la rioja"
26050,"ciruena",5,1,1,3,NA,NA,0,NA,3,0,2,NA,"la rioja"
26051,"clavijo",12,1,2,3,0,4,2,2,1,0,9,NA,"la rioja"
26052,"cordovin",5,NA,0,2,NA,1,2,1,1,NA,3,NA,"la rioja"
26053,"corera",14,1,3,4,NA,3,3,1,1,3,8,1,"la rioja"
26054,"cornago",13,1,3,4,NA,2,3,0,3,3,7,NA,"la rioja"
26055,"corporales",3,NA,NA,1,NA,1,1,NA,NA,NA,2,1,"la rioja"
26056,"cuzcurrita de rio tiron",21,1,4,6,1,4,5,1,6,1,13,NA,"la rioja"
26057,"daroca de rioja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26058,"enciso",10,1,NA,4,NA,2,3,2,NA,2,5,1,"la rioja"
26059,"entrena",86,1,16,24,1,27,17,22,11,8,43,2,"la rioja"
26060,"estollo",5,NA,1,1,NA,NA,3,1,1,1,1,1,"la rioja"
26061,"ezcaray",99,7,25,29,NA,21,17,3,25,8,61,2,"la rioja"
26062,"foncea",2,NA,1,1,NA,NA,0,1,1,NA,0,NA,"la rioja"
26063,"fonzaleche",3,NA,2,1,NA,0,NA,2,1,NA,0,NA,"la rioja"
26064,"fuenmayor",184,2,37,44,2,45,54,30,40,14,94,6,"la rioja"
26065,"galbarruli",1,NA,NA,NA,0,1,NA,NA,NA,0,1,NA,"la rioja"
26066,"galilea",12,NA,2,3,1,1,5,0,3,NA,7,2,"la rioja"
26067,"gallinero de cameros",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,"la rioja"
26068,"gimileo",8,NA,3,2,NA,2,1,1,2,2,3,NA,"la rioja"
26069,"granon",10,1,1,5,NA,2,1,3,2,2,2,1,"la rioja"
26070,"gravalos",2,NA,0,1,0,0,1,NA,2,NA,0,NA,"la rioja"
26071,"haro",906,29,170,209,19,232,247,180,144,61,491,30,"la rioja"
26072,"herce",8,NA,2,0,NA,1,5,0,2,NA,6,NA,"la rioja"
26073,"herramelluri",11,NA,0,8,NA,1,2,4,1,3,3,NA,"la rioja"
26074,"hervias",4,NA,0,1,NA,3,NA,NA,NA,1,3,0,"la rioja"
26075,"hormilla",22,1,5,6,NA,6,4,10,0,2,7,3,"la rioja"
26076,"hormilleja",11,NA,3,3,NA,5,0,3,2,2,3,1,"la rioja"
26077,"hornillos de cameros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26078,"hornos de moncalvillo",3,NA,NA,1,NA,NA,2,1,NA,NA,2,NA,"la rioja"
26079,"huercanos",48,0,12,11,1,11,13,19,7,1,19,2,"la rioja"
26080,"igea",30,2,4,13,NA,3,8,10,7,4,9,0,"la rioja"
26081,"jalon de cameros",0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"la rioja"
26082,"laguna de cameros",2,NA,0,1,NA,NA,1,NA,1,0,1,NA,"la rioja"
26083,"lagunilla del jubera",16,NA,3,6,2,3,2,1,2,1,11,1,"la rioja"
26084,"lardero",641,19,139,115,6,214,148,30,95,58,430,28,"la rioja"
26086,"ledesma de la cogolla",2,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,"la rioja"
26087,"leiva",11,NA,5,2,0,3,1,3,2,NA,6,NA,"la rioja"
26088,"leza de rio leza",1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"la rioja"
26089,"logrono",11896,307,2327,2690,318,2975,3279,1055,1926,1051,7178,686,"la rioja"
26091,"lumbreras",4,0,2,2,NA,NA,NA,1,NA,NA,3,NA,"la rioja"
26092,"manjarres",2,NA,NA,2,NA,0,NA,0,NA,1,1,NA,"la rioja"
26093,"mansilla de la sierra",2,NA,1,1,NA,0,0,1,NA,NA,1,NA,"la rioja"
26094,"manzanares de rioja",2,NA,NA,0,NA,NA,2,0,NA,NA,2,NA,"la rioja"
26095,"matute",3,NA,2,NA,NA,NA,1,NA,NA,1,2,NA,"la rioja"
26096,"medrano",15,NA,2,7,NA,3,3,1,5,1,8,NA,"la rioja"
26098,"munilla",11,0,0,6,1,3,1,0,1,2,7,1,"la rioja"
26099,"murillo de rio leza",120,4,28,22,3,31,32,25,20,10,58,7,"la rioja"
26100,"muro de aguas",0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"la rioja"
26101,"muro en cameros",1,NA,0,NA,NA,NA,1,NA,NA,0,1,NA,"la rioja"
26102,"najera",649,19,115,143,19,180,173,96,144,28,362,19,"la rioja"
26103,"nalda",95,6,22,26,2,13,26,10,11,11,58,5,"la rioja"
26104,"navajun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26105,"navarrete",169,8,24,42,3,46,46,25,43,12,79,10,"la rioja"
26106,"nestares",2,NA,0,1,NA,NA,1,NA,NA,NA,2,NA,"la rioja"
26107,"nieva de cameros",3,NA,0,2,NA,NA,1,NA,NA,0,3,NA,"la rioja"
26109,"ochanduri",2,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,"la rioja"
26108,"ocon",7,NA,0,5,NA,0,2,1,1,NA,5,NA,"la rioja"
26110,"ojacastro",12,NA,NA,7,NA,2,3,NA,3,3,6,NA,"la rioja"
26111,"ollauri",16,NA,2,4,NA,5,5,1,3,1,11,NA,"la rioja"
26112,"ortigosa de cameros",10,0,1,5,0,1,3,NA,1,1,7,1,"la rioja"
26113,"pazuengos",1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,"la rioja"
26114,"pedroso",6,NA,3,2,NA,NA,1,NA,1,1,4,NA,"la rioja"
26115,"pinillos",1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"la rioja"
26117,"pradejon",131,6,33,36,2,27,27,35,24,20,48,4,"la rioja"
26118,"pradillo",4,NA,NA,2,NA,1,1,1,1,NA,2,NA,"la rioja"
26119,"prejano",10,1,1,4,NA,2,2,1,2,1,5,1,"la rioja"
26120,"quel",130,4,28,39,3,30,26,23,45,6,49,7,"la rioja"
26121,"rabanera",2,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,"la rioja"
26122,"rasillo de cameros, el",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,"la rioja"
26123,"redal, el",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"la rioja"
26124,"ribafrecha",78,1,16,20,3,18,20,16,8,11,42,1,"la rioja"
26125,"rincon de soto",245,12,47,46,12,66,62,36,78,12,101,18,"la rioja"
26126,"robres del castillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26127,"rodezno",5,NA,1,2,NA,1,1,1,1,NA,3,NA,"la rioja"
26128,"sajazarra",3,0,NA,2,NA,1,NA,NA,1,NA,2,NA,"la rioja"
26129,"san asensio",54,2,11,12,2,18,9,16,6,1,29,2,"la rioja"
26130,"san millan de la cogolla",4,NA,1,2,NA,0,1,1,NA,2,1,NA,"la rioja"
26131,"san millan de yecora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26132,"san roman de cameros",7,1,2,1,1,2,0,1,1,1,4,NA,"la rioja"
26134,"santa coloma",7,NA,1,1,NA,4,1,4,1,NA,2,NA,"la rioja"
26135,"santa engracia del jubera",4,NA,1,1,NA,NA,2,NA,2,NA,2,NA,"la rioja"
26136,"santa eulalia bajera",12,NA,2,4,NA,4,2,2,2,NA,8,NA,"la rioja"
26138,"santo domingo de la calzada",466,22,101,115,14,116,98,78,76,44,250,18,"la rioja"
26139,"san torcuato",0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"la rioja"
26140,"santurde de rioja",22,3,5,3,1,7,3,1,2,6,13,NA,"la rioja"
26141,"santurdejo",3,NA,NA,2,NA,NA,1,NA,NA,1,2,NA,"la rioja"
26142,"san vicente de la sonsierra",34,2,4,7,0,12,9,6,8,NA,20,0,"la rioja"
26143,"sojuela",14,0,5,3,0,6,0,1,1,1,10,1,"la rioja"
26144,"sorzano",11,NA,3,3,NA,3,2,NA,3,2,6,NA,"la rioja"
26145,"sotes",11,0,2,3,NA,3,3,1,1,1,8,NA,"la rioja"
26146,"soto en cameros",4,NA,2,2,NA,0,NA,1,1,1,1,NA,"la rioja"
26147,"terroba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26148,"tirgo",7,NA,1,2,0,2,2,0,2,NA,5,0,"la rioja"
26149,"tobia",4,NA,0,2,NA,2,NA,0,2,NA,2,NA,"la rioja"
26150,"tormantos",4,NA,3,1,NA,NA,0,2,1,1,0,NA,"la rioja"
26151,"torrecilla en cameros",19,0,4,7,NA,4,4,NA,5,3,9,2,"la rioja"
26152,"torrecilla sobre alesanco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26153,"torre en cameros",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,"la rioja"
26154,"torremontalbo",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"la rioja"
26155,"treviana",6,NA,2,2,NA,1,1,NA,2,NA,4,NA,"la rioja"
26157,"tricio",23,1,5,7,NA,4,6,2,6,4,10,1,"la rioja"
26158,"tudelilla",22,NA,5,4,2,8,3,4,6,NA,10,2,"la rioja"
26160,"urunuela",56,2,10,8,1,20,15,9,13,4,28,2,"la rioja"
26161,"valdemadera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26162,"valganon",6,1,4,1,NA,0,0,NA,1,1,4,NA,"la rioja"
26163,"ventosa",13,NA,3,3,NA,5,2,NA,5,NA,8,NA,"la rioja"
26164,"ventrosa",2,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,"la rioja"
26165,"viguera",25,2,3,11,1,5,3,1,6,4,12,2,"la rioja"
26166,"villalba de rioja",4,NA,1,NA,NA,1,2,NA,0,NA,4,NA,"la rioja"
26167,"villalobar de rioja",1,NA,NA,0,NA,NA,1,NA,NA,NA,0,1,"la rioja"
26168,"villamediana de iregua",590,13,133,96,7,221,120,41,79,55,403,12,"la rioja"
26169,"villanueva de cameros",2,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,"la rioja"
26170,"villar de arnedo, el",25,NA,5,7,0,4,9,2,10,0,11,2,"la rioja"
26171,"villar de torre",6,NA,1,3,NA,2,NA,1,0,1,4,NA,"la rioja"
26172,"villarejo",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"la rioja"
26173,"villarroya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26174,"villarta-quintana",9,1,1,2,NA,NA,5,NA,NA,2,6,1,"la rioja"
26175,"villavelayo",1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"la rioja"
26176,"villaverde de rioja",4,NA,0,2,NA,2,NA,0,1,1,2,NA,"la rioja"
26177,"villoslada de cameros",20,1,3,11,1,0,4,2,3,NA,14,1,"la rioja"
26178,"viniegra de abajo",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"la rioja"
26179,"viniegra de arriba",1,NA,1,NA,NA,0,NA,1,0,NA,NA,NA,"la rioja"
26180,"zarraton",13,NA,0,4,NA,4,5,1,2,2,8,NA,"la rioja"
26181,"zarzosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"la rioja"
26183,"zorraquin",2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,"la rioja"
35001,"agaete",777,18,190,177,20,192,180,29,19,103,583,43,"las palmas"
35002,"aguimes",4126,157,837,926,117,1099,990,108,154,492,3192,180,"las palmas"
35020,"aldea de san nicolas, la",1042,61,229,267,53,225,207,117,33,136,679,77,"las palmas"
35003,"antigua",805,14,153,229,21,201,187,11,21,70,675,28,"las palmas"
35004,"arrecife",7319,248,1402,1839,206,1803,1821,87,204,920,5845,263,"las palmas"
35005,"artenara",124,3,25,33,4,30,29,1,2,6,105,10,"las palmas"
35006,"arucas",4938,142,906,1178,155,1284,1273,90,318,656,3430,444,"las palmas"
35007,"betancuria",52,0,8,14,1,11,18,2,3,9,37,1,"las palmas"
35008,"firgas",909,20,169,213,27,251,229,11,46,134,645,73,"las palmas"
35009,"galdar",3347,78,743,752,90,895,789,237,192,552,2140,226,"las palmas"
35010,"haria",424,23,83,114,15,75,114,7,11,33,354,19,"las palmas"
35011,"ingenio",4130,128,842,962,101,1102,995,130,181,588,3049,182,"las palmas"
35012,"mogan",1616,65,311,352,56,415,417,37,45,112,1346,76,"las palmas"
35013,"moya",1012,21,186,231,35,272,267,36,47,153,697,79,"las palmas"
35014,"oliva, la",1915,35,378,485,46,528,443,11,36,187,1646,35,"las palmas"
35015,"pajara",1551,53,363,381,43,398,313,23,16,88,1404,20,"las palmas"
35016,"palmas de gran canaria, las",47408,1246,9010,11808,1099,11268,12977,478,2215,5876,35207,3632,"las palmas"
35017,"puerto del rosario",4350,112,862,957,124,1279,1016,53,135,504,3520,138,"las palmas"
35018,"san bartolome",1572,40,260,420,29,423,400,12,54,177,1289,40,"las palmas"
35019,"san bartolome de tirajana",5204,146,1028,1258,136,1220,1416,79,103,310,4493,219,"las palmas"
35021,"santa brigida",1542,42,274,460,38,305,423,26,89,209,1082,136,"las palmas"
35022,"santa lucia de tirajana",9376,347,1775,2072,325,2506,2351,274,353,1010,7210,529,"las palmas"
35023,"santa maria de guia de gran canaria",1877,49,405,440,57,478,448,94,106,301,1240,136,"las palmas"
35024,"teguise",1471,35,267,346,27,382,414,17,49,127,1217,61,"las palmas"
35025,"tejeda",174,5,27,58,6,38,40,3,10,9,134,18,"las palmas"
35026,"telde",14567,459,2988,3156,415,3807,3742,531,749,2225,10061,1001,"las palmas"
35027,"teror",1331,59,205,314,40,342,371,29,102,166,911,123,"las palmas"
35028,"tias",1346,29,276,321,31,316,373,14,27,71,1184,50,"las palmas"
35029,"tinajo",535,13,106,141,12,126,137,21,21,75,396,22,"las palmas"
35030,"tuineje",1350,39,268,330,50,361,302,39,33,145,1103,30,"las palmas"
35032,"valleseco",443,24,106,106,10,95,102,9,20,58,329,27,"las palmas"
35031,"valsequillo de gran canaria",1050,31,167,245,33,304,270,41,63,119,773,54,"las palmas"
35033,"vega de san mateo",837,27,168,213,23,181,225,34,47,118,558,80,"las palmas"
35034,"yaiza",1108,31,288,230,44,309,206,6,13,59,1004,26,"las palmas"
24001,"acebedo",10,NA,3,5,NA,2,0,NA,2,3,4,1,"leon"
24002,"algadefe",13,NA,1,3,3,5,1,0,1,1,10,1,"leon"
24003,"alija del infantado",52,2,9,25,1,8,7,2,3,7,35,5,"leon"
24004,"almanza",31,4,10,11,NA,3,3,3,8,4,15,1,"leon"
24005,"antigua, la",23,1,1,10,1,6,4,1,3,1,16,2,"leon"
24006,"ardon",48,1,8,17,1,12,9,5,8,3,30,2,"leon"
24007,"arganza",112,2,23,26,2,32,27,11,14,12,69,6,"leon"
24008,"astorga",1071,58,188,225,58,273,269,37,102,116,676,140,"leon"
24009,"balboa",19,NA,6,7,1,1,4,NA,1,6,12,NA,"leon"
24010,"baneza, la",1046,50,168,224,52,285,267,20,119,93,681,133,"leon"
24011,"barjas",18,NA,5,7,NA,3,3,1,4,1,12,NA,"leon"
24012,"barrios de luna, los",11,NA,3,0,NA,4,4,0,3,NA,7,1,"leon"
24014,"bembibre",939,74,229,139,48,247,202,142,101,85,521,90,"leon"
24015,"benavides",185,7,34,56,6,35,47,2,14,47,100,22,"leon"
24016,"benuza",33,1,8,9,0,6,9,3,13,2,15,NA,"leon"
24017,"bercianos del paramo",35,4,3,16,2,3,7,NA,5,7,22,1,"leon"
24018,"bercianos del real camino",4,1,1,0,NA,2,NA,NA,0,NA,3,1,"leon"
24019,"berlanga del bierzo",25,4,4,2,1,8,6,3,0,2,16,4,"leon"
24020,"boca de huergano",19,NA,4,11,NA,1,3,3,0,3,13,NA,"leon"
24021,"bonar",145,7,25,58,0,27,28,11,10,22,93,9,"leon"
24022,"borrenes",26,1,3,13,NA,4,5,0,7,7,12,NA,"leon"
24023,"brazuelo",26,0,3,9,2,5,7,1,2,0,22,1,"leon"
24024,"burgo ranero, el",57,5,12,18,1,11,10,3,3,10,38,3,"leon"
24025,"buron",17,NA,1,9,1,3,3,NA,NA,5,12,NA,"leon"
24026,"bustillo del paramo",58,7,20,14,3,10,4,4,5,13,30,6,"leon"
24027,"cabanas raras",145,9,20,37,4,30,45,16,24,15,82,8,"leon"
24028,"cabreros del rio",11,2,3,1,1,2,2,2,1,1,7,NA,"leon"
24029,"cabrillanes",24,2,4,5,NA,8,5,3,2,3,15,1,"leon"
24030,"cacabelos",646,21,136,151,22,169,147,86,98,86,332,44,"leon"
24031,"calzada del coto",13,NA,4,2,1,0,6,2,NA,1,8,2,"leon"
24032,"campazas",3,NA,NA,2,NA,1,0,NA,NA,1,2,NA,"leon"
24033,"campo de villavidel",9,1,3,4,NA,0,1,NA,1,2,6,NA,"leon"
24034,"camponaraya",453,24,85,103,18,114,109,45,79,39,253,37,"leon"
24036,"candin",25,1,8,8,1,5,2,1,1,NA,21,2,"leon"
24037,"carmenes",10,NA,2,6,NA,NA,2,1,1,NA,8,NA,"leon"
24038,"carracedelo",348,10,81,90,14,65,88,50,64,40,174,20,"leon"
24039,"carrizo",179,7,25,56,8,51,32,15,21,25,107,11,"leon"
24040,"carrocera",29,NA,10,8,NA,7,4,1,4,6,18,0,"leon"
24041,"carucedo",57,1,10,19,NA,10,17,4,9,8,36,NA,"leon"
24042,"castilfale",1,NA,0,NA,NA,1,NA,NA,NA,NA,1,NA,"leon"
24043,"castrillo de cabrera",12,1,2,5,NA,NA,4,1,5,1,5,NA,"leon"
24044,"castrillo de la valduerna",7,NA,2,3,NA,1,1,1,NA,1,5,NA,"leon"
24046,"castrocalbon",74,2,12,26,1,13,20,11,4,15,42,2,"leon"
24047,"castrocontrigo",65,3,17,20,2,5,18,13,4,9,36,3,"leon"
24049,"castropodame",150,5,43,37,8,34,23,21,20,13,84,12,"leon"
24050,"castrotierra de valmadrigal",4,NA,NA,1,NA,NA,3,NA,NA,NA,2,2,"leon"
24051,"cea",15,0,3,6,1,3,2,2,NA,3,9,1,"leon"
24052,"cebanico",7,1,1,3,NA,1,1,1,NA,2,4,NA,"leon"
24053,"cebrones del rio",26,NA,3,6,1,8,8,0,2,2,19,3,"leon"
24065,"chozas de abajo",200,5,37,55,7,55,41,4,33,35,116,12,"leon"
24054,"cimanes de la vega",19,0,5,5,1,2,6,2,4,6,6,1,"leon"
24055,"cimanes del tejar",60,3,10,30,1,11,5,6,11,10,29,4,"leon"
24056,"cistierna",305,8,50,78,4,71,94,26,24,38,188,29,"leon"
24057,"congosto",137,7,25,41,5,38,21,4,18,20,87,8,"leon"
24058,"corbillos de los oteros",7,NA,NA,4,NA,2,1,NA,1,1,5,NA,"leon"
24059,"corullon",95,4,11,33,1,25,21,11,13,10,56,5,"leon"
