"muni_code","major_2015_izq","major_2019_izq","change_to_izq_2019","change_to_izq_19_15","major_2015_izq2","major_2019_izq2","change_to_izq2_2019","change_to_izq2_19_15"
15056,1,1,0,0,1,1,0,0
15057,1,0,0,0,1,0,0,0
15058,0,1,1,0,0,0,0,0
15059,0,0,0,0,0,0,0,0
15060,1,1,0,0,1,1,0,0
15061,1,1,0,0,1,1,0,0
15062,0,0,0,0,0,0,0,0
15064,1,1,0,0,1,1,0,0
15065,0,0,0,0,0,0,0,0
15066,0,0,0,0,0,0,0,0
15067,0,0,0,0,0,0,0,0
15068,1,1,0,0,1,1,0,0
15069,1,1,0,0,1,1,0,0
15070,1,1,0,0,1,1,0,0
15071,0,0,0,0,0,0,0,0
15072,1,1,0,0,0,0,0,0
15073,0,0,0,0,0,0,0,0
15074,0,0,0,0,0,0,0,0
15075,0,0,0,0,0,0,0,0
15076,1,1,0,0,0,0,0,0
15077,1,0,0,0,1,0,0,0
15078,0,1,1,0,0,1,1,0
15079,1,1,0,0,0,0,0,0
15080,1,1,0,0,1,1,0,0
15081,0,0,0,0,0,0,0,0
15082,0,0,0,0,0,0,0,0
15083,1,1,0,0,0,1,1,1
15084,0,0,0,0,0,0,0,0
15085,0,0,0,0,0,0,0,0
15086,0,0,0,0,0,0,0,0
15087,1,1,0,0,1,1,0,0
15088,0,0,0,0,0,0,0,0
15089,0,0,0,0,0,0,0,0
15090,0,0,0,0,0,0,0,0
15091,0,0,0,0,0,0,0,0
15092,1,1,0,0,0,1,1,0
15093,1,1,0,0,0,0,0,0
15901,1,1,0,0,1,1,0,0
16001,1,1,0,0,1,1,0,0
16002,0,1,1,0,0,1,1,0
16003,0,1,1,0,0,1,1,0
16004,0,0,0,0,0,0,0,0
16005,0,1,1,0,0,1,1,0
16006,1,0,0,0,1,0,0,0
16007,0,0,0,0,0,0,0,0
16008,1,1,0,0,1,1,0,0
16009,0,0,0,0,0,0,0,0
16010,0,0,0,0,0,0,0,0
16011,1,1,0,0,1,1,0,0
16012,1,1,0,0,1,1,0,0
16013,0,0,0,0,0,0,0,0
16014,1,1,0,0,1,1,0,0
16015,0,1,1,0,0,1,1,0
16016,0,0,0,0,0,0,0,0
16017,1,1,0,0,1,1,0,0
16018,1,1,0,0,1,1,0,0
16019,0,0,0,0,0,0,0,0
16020,0,0,0,0,0,0,0,0
16021,1,1,0,0,1,1,0,0
16022,0,0,0,0,0,0,0,0
16023,1,1,0,0,1,1,0,0
16024,1,0,0,0,1,0,0,0
16025,0,0,0,0,0,0,0,0
16026,1,0,0,0,1,0,0,0
16027,1,1,0,0,1,1,0,0
16029,1,1,0,0,1,1,0,0
16030,0,1,1,0,0,1,1,0
16031,0,0,0,0,0,0,0,0
16032,0,0,0,0,0,0,0,0
16033,1,1,0,0,1,1,0,0
16034,1,1,0,0,1,1,0,0
16035,1,1,0,0,1,1,0,0
16036,0,1,1,0,0,1,1,0
16038,0,1,1,0,0,1,1,0
16039,1,1,0,0,1,1,0,0
16040,0,0,0,0,0,0,0,0
16041,0,1,1,0,0,1,1,0
16042,1,1,0,0,1,1,0,0
16043,0,0,0,0,0,0,0,0
16044,0,0,0,0,0,0,0,0
16045,1,1,0,0,1,1,0,0
16046,1,0,0,0,1,0,0,0
16047,1,0,0,0,1,0,0,0
16048,0,0,0,0,0,0,0,0
16049,1,0,0,0,1,0,0,0
16050,0,0,0,0,0,0,0,0
16051,0,1,1,0,0,1,1,0
16052,0,1,1,0,0,1,1,0
16053,1,1,0,0,1,1,0,0
16055,1,0,0,0,1,0,0,0
16056,1,1,0,0,1,1,0,0
16057,1,0,0,0,1,0,0,0
16058,0,0,0,0,0,0,0,0
16060,1,1,0,0,1,1,0,0
16061,1,1,0,0,1,1,0,0
16062,1,1,0,0,1,1,0,0
16063,1,1,0,0,1,1,0,0
16064,0,1,1,0,0,1,1,0
16065,0,0,0,0,0,0,0,0
16066,0,0,0,0,0,0,0,0
16067,0,0,0,0,0,0,0,0
16068,0,1,1,0,0,1,1,0
16070,1,1,0,0,1,1,0,0
16071,0,0,0,0,0,0,0,0
16072,1,1,0,0,1,1,0,0
16073,1,1,0,0,1,1,0,0
16074,1,1,0,0,1,1,0,0
16078,0,1,1,0,0,1,1,0
16079,1,1,0,0,1,1,0,0
16081,1,0,0,0,1,0,0,0
16082,1,1,0,0,1,1,0,0
16083,1,1,0,0,1,1,0,0
16084,1,1,0,0,1,1,0,0
16085,0,0,0,0,0,0,0,0
16086,1,0,0,0,1,0,0,0
16087,0,0,0,0,0,0,0,0
16088,1,1,0,0,1,1,0,0
16089,0,0,0,0,0,0,0,0
16091,1,1,0,0,1,1,0,0
16092,0,0,0,0,0,0,0,0
16093,0,0,0,0,0,0,0,0
16094,0,0,0,0,0,0,0,0
16095,0,0,0,0,0,0,0,0
16096,1,1,0,0,1,1,0,0
16097,1,0,0,0,1,0,0,0
16098,1,0,0,0,1,0,0,0
16099,0,0,0,0,0,0,0,0
16100,1,1,0,0,1,1,0,0
16101,1,1,0,0,1,1,0,0
16102,0,0,0,0,0,0,0,0
16103,0,0,0,0,0,0,0,0
16104,1,0,0,0,1,0,0,0
16106,0,0,0,0,0,0,0,0
16107,1,1,0,0,1,1,0,0
16108,1,1,0,0,1,1,0,0
16109,0,0,0,0,0,0,0,0
16110,0,0,0,0,0,0,0,0
16111,1,1,0,0,1,1,0,0
16112,0,0,0,0,0,0,0,0
16113,1,1,0,0,1,1,0,0
16115,0,1,1,0,0,1,1,0
16116,0,1,1,0,0,1,1,0
16117,1,1,0,0,1,1,0,0
16118,0,0,0,0,0,0,0,0
16119,0,0,0,0,0,0,0,0
16121,1,0,0,0,1,0,0,0
16122,1,1,0,0,1,1,0,0
16123,1,1,0,0,1,1,0,0
16124,0,0,0,0,0,0,0,0
16125,1,1,0,0,1,1,0,0
16126,1,1,0,0,1,1,0,0
16128,0,0,0,0,0,0,0,0
16129,0,0,0,0,0,0,0,0
16130,1,1,0,0,1,1,0,0
16131,0,0,0,0,0,0,0,0
16132,0,0,0,0,0,0,0,0
16133,1,1,0,0,1,1,0,0
16134,1,1,0,0,1,1,0,0
16135,0,0,0,0,0,0,0,0
16137,1,0,0,0,1,0,0,0
16139,1,0,0,0,1,0,0,0
16140,1,1,0,0,1,1,0,0
16141,0,0,0,0,0,0,0,0
16142,1,1,0,0,1,1,0,0
16143,0,0,0,0,0,0,0,0
16145,1,1,0,0,1,1,0,0
16146,0,0,0,0,0,0,0,0
16147,1,1,0,0,1,1,0,0
16148,0,0,0,0,0,0,0,0
16149,1,1,0,0,1,1,0,0
16150,1,1,0,0,1,1,0,0
16151,0,1,1,0,0,1,1,0
16152,0,0,0,0,0,0,0,0
16153,0,0,0,0,0,0,0,0
16154,0,0,0,0,0,0,0,0
16155,0,0,0,0,0,0,0,0
16156,1,1,0,0,1,1,0,0
16157,1,1,0,0,1,1,0,0
16158,0,1,1,0,0,1,1,0
16159,1,1,0,0,1,1,0,0
16160,0,0,0,0,0,0,0,0
16161,1,1,0,0,1,1,0,0
16162,0,0,0,0,0,0,0,0
16163,0,0,0,0,0,0,0,0
16165,1,0,0,0,1,0,0,0
16166,1,0,0,0,1,0,0,0
16167,1,1,0,0,1,1,0,0
16169,0,1,1,0,0,1,1,0
16170,0,1,1,0,0,1,1,0
16171,0,0,0,0,0,0,0,0
16172,1,1,0,0,1,1,0,0
16173,1,0,0,0,1,0,0,0
16174,1,0,0,0,1,0,0,0
16175,1,1,0,0,1,1,0,0
16176,1,1,0,0,1,1,0,0
16177,0,0,0,0,0,0,0,0
16181,0,0,0,0,0,0,0,0
16185,1,0,0,0,1,0,0,0
16186,0,1,1,0,0,1,1,0
16187,1,0,0,0,1,0,0,0
16188,1,1,0,0,1,1,0,0
16189,0,0,0,0,0,0,0,0
16190,0,1,1,0,0,1,1,0
16191,0,1,1,0,0,1,1,0
16192,1,1,0,0,1,1,0,0
16193,1,1,0,0,1,1,0,0
16194,1,1,0,0,1,1,0,0
16195,1,1,0,0,1,1,0,0
16196,1,1,0,0,1,1,0,0
16197,0,1,1,0,0,1,1,0
16198,1,0,0,0,1,0,0,0
16199,0,0,0,0,0,0,0,0
16202,0,1,1,0,0,1,1,0
16203,1,1,0,0,1,1,0,0
16204,0,0,0,1,0,0,0,1
16205,0,0,0,0,0,0,0,0
16206,1,0,0,0,1,0,0,0
16209,1,0,0,0,1,0,0,0
16211,0,0,0,0,0,0,0,0
16212,0,1,1,0,0,1,1,0
16213,1,1,0,0,1,1,0,0
16215,0,1,1,0,0,1,1,0
16216,0,0,0,1,0,0,0,1
16217,0,1,1,0,0,1,1,0
16218,0,0,0,0,0,0,0,0
16219,1,1,0,0,1,1,0,0
16224,0,0,0,0,0,0,0,0
16225,1,1,0,0,1,1,0,0
16227,0,0,0,0,0,0,0,0
16228,0,0,0,0,0,0,0,0
16231,1,1,0,0,1,1,0,0
16234,1,1,0,0,1,1,0,0
16236,1,0,0,0,1,0,0,0
16237,0,0,0,0,0,0,0,0
16238,1,1,0,0,1,1,0,0
16239,1,1,0,0,1,1,0,0
16240,0,0,0,0,0,0,0,0
16242,0,0,0,0,0,0,0,0
16243,0,0,0,0,0,0,0,0
16244,1,1,0,0,1,1,0,0
16245,0,0,0,0,0,0,0,0
16246,1,1,0,0,1,1,0,0
16247,0,0,0,0,0,0,0,0
16248,0,0,0,0,0,0,0,0
16249,1,1,0,0,1,1,0,0
16250,1,1,0,0,1,1,0,0
16251,0,0,0,0,0,0,0,0
16253,0,0,0,0,0,0,0,0
16254,0,0,0,0,0,0,0,0
16255,1,1,0,0,1,1,0,0
16258,0,1,1,0,0,1,1,0
16259,0,0,0,0,0,0,0,0
16263,1,1,0,0,1,1,0,0
16264,0,0,0,0,0,0,0,0
16265,1,1,0,0,1,1,0,0
16266,0,0,0,0,0,0,0,0
16269,0,1,1,0,0,1,1,0
16271,0,0,0,0,0,0,0,0
16272,0,0,0,0,0,0,0,0
16273,0,0,0,0,0,0,0,0
16274,0,0,0,0,0,0,0,0
16275,0,0,0,0,0,0,0,0
16276,0,0,0,0,0,0,0,0
16277,0,0,0,0,0,0,0,0
16278,0,1,1,1,0,1,1,1
16279,0,0,0,0,0,0,0,0
16280,1,1,0,0,1,1,0,0
16901,0,1,1,0,0,1,1,0
16902,1,1,0,0,1,1,0,0
16903,0,0,0,0,0,0,0,0
16904,1,1,0,0,1,1,0,0
16905,1,1,0,0,1,1,0,0
16906,0,0,0,0,0,0,0,0
16908,1,1,0,0,1,1,0,0
16909,1,1,0,0,1,1,0,0
16910,1,1,0,0,1,1,0,0
17001,1,0,0,0,0,0,0,0
17002,0,1,1,0,0,0,0,0
17003,0,0,0,0,0,0,0,0
17004,0,0,0,0,0,0,0,0
17005,1,1,0,0,1,0,0,0
17006,0,0,0,0,0,0,0,0
17007,0,0,0,0,0,0,0,0
17008,0,0,0,0,0,0,0,0
17009,0,0,0,0,0,0,0,0
17010,0,1,1,0,0,0,0,0
17011,0,0,0,0,0,0,0,0
17012,0,0,0,0,0,0,0,0
17013,1,0,0,0,0,0,0,0
17014,0,0,0,0,0,0,0,0
17015,0,0,0,0,0,0,0,0
17016,1,1,0,0,0,0,0,0
17018,0,0,0,0,0,0,0,0
17019,0,0,0,0,0,0,0,0
17020,0,1,1,0,0,0,0,0
17021,0,0,0,0,0,0,0,0
17022,1,1,0,0,0,0,0,0
17023,1,1,0,0,1,0,0,0
17024,0,0,0,0,0,0,0,0
17025,0,0,0,0,0,0,0,0
17026,0,0,0,0,0,0,0,0
17027,1,1,0,0,0,0,0,0
17028,0,0,0,0,0,0,0,0
17029,0,1,1,0,0,0,0,0
17030,0,0,0,0,0,0,0,0
17031,0,0,0,0,0,0,0,0
17032,1,0,0,0,0,0,0,0
17033,0,0,0,0,0,0,0,0
17034,0,0,0,0,0,0,0,0
17035,1,1,0,0,0,0,0,0
17036,0,0,0,0,0,0,0,0
17037,0,0,0,0,0,0,0,0
17038,0,0,0,0,0,0,0,0
17039,0,0,0,0,0,0,0,0
17040,0,0,0,0,0,0,0,0
17041,1,1,0,0,0,0,0,0
17042,0,0,0,0,0,0,0,0
17043,0,0,0,0,0,0,0,0
17044,1,0,0,0,0,0,0,0
17046,1,1,0,0,0,0,0,0
17047,0,1,1,1,0,0,0,0
17048,0,1,1,0,0,1,1,0
17049,1,1,0,0,0,0,0,0
17050,0,0,0,0,0,0,0,0
17051,0,0,0,0,0,0,0,0
17052,0,0,0,0,0,0,0,0
17054,0,0,0,0,0,0,0,0
17055,1,0,0,0,0,0,0,0
17056,0,0,0,0,0,0,0,0
17057,0,0,0,0,0,0,0,0
17058,0,0,0,0,0,0,0,0
17060,0,0,0,0,0,0,0,0
17061,1,1,0,0,0,0,0,0
17062,1,0,0,0,1,0,0,0
17063,0,0,0,0,0,0,0,0
17064,0,0,0,0,0,0,0,0
17065,0,1,1,0,0,0,0,0
17066,0,1,1,0,0,0,0,0
17067,0,0,0,0,0,0,0,0
17068,0,0,0,0,0,0,0,0
17069,0,0,0,0,0,0,0,0
17070,0,0,0,0,0,0,0,0
17071,1,1,0,0,0,0,0,0
17073,0,0,0,0,0,0,0,0
17074,0,0,0,0,0,0,0,0
17075,0,0,0,0,0,0,0,0
17076,1,0,0,0,1,0,0,0
17077,0,0,0,0,0,0,0,0
17078,0,0,0,0,0,0,0,0
17079,0,0,0,0,0,0,0,0
17080,0,0,0,0,0,0,0,0
17081,0,0,0,0,0,0,0,0
17082,0,0,0,0,0,0,0,0
17083,0,0,0,0,0,0,0,0
17084,0,0,0,0,0,0,0,0
17085,0,0,0,0,0,0,0,0
17086,0,0,0,0,0,0,0,0
17087,0,0,0,0,0,0,0,0
17088,1,1,0,0,0,0,0,0
17089,0,1,1,0,0,0,0,0
17090,0,0,0,0,0,0,0,0
17091,1,1,0,0,0,0,0,0
17092,1,1,0,0,0,1,1,0
17093,0,0,0,0,0,0,0,0
17094,1,0,0,0,0,0,0,0
17095,0,0,0,0,0,0,0,0
17096,1,1,0,0,0,0,0,0
17097,0,0,0,0,0,0,0,0
17098,0,0,0,0,0,0,0,0
17099,0,0,0,0,0,0,0,0
17100,0,0,0,0,0,0,0,0
17101,0,0,0,0,0,0,0,0
17102,0,1,1,0,0,0,0,0
17103,0,0,0,0,0,0,0,0
17105,1,0,0,0,0,0,0,0
17106,0,0,0,0,0,0,0,0
17107,0,0,0,0,0,0,0,0
17109,0,0,0,0,0,0,0,0
17110,0,0,0,0,0,0,0,0
17111,0,0,0,0,0,0,0,0
17112,1,1,0,0,0,0,0,0
17114,0,0,0,0,0,0,0,0
17115,1,1,0,0,0,0,0,0
17116,0,0,0,0,0,0,0,0
17117,1,1,0,0,1,0,0,0
17118,1,1,0,0,0,0,0,0
17119,1,1,0,0,0,0,0,0
17120,0,0,0,0,0,0,0,0
17121,1,1,0,0,0,0,0,0
17123,0,0,0,0,0,0,0,0
17124,0,1,1,0,0,0,0,0
17125,0,0,0,0,0,0,0,0
17126,1,1,0,0,0,0,0,0
17128,0,0,0,0,0,0,0,0
17129,0,0,0,0,0,0,0,0
17130,0,0,0,0,0,0,0,0
17132,0,0,0,0,0,0,0,0
17133,0,0,0,0,0,0,0,0
17134,0,0,0,0,0,0,0,0
17135,0,0,0,0,0,0,0,0
17136,0,0,0,0,0,0,0,0
17137,0,0,0,0,0,0,0,0
17138,0,0,0,0,0,0,0,0
17139,0,0,0,0,0,0,0,0
17140,0,0,0,0,0,0,0,0
17141,0,0,0,0,0,0,0,0
17142,1,0,0,0,1,0,0,0
17143,0,0,0,0,0,0,0,0
17144,1,1,0,0,0,0,0,0
17145,0,0,0,0,0,0,0,0
17146,1,1,0,0,0,0,0,0
17147,0,0,0,0,0,0,0,0
17148,0,0,0,0,0,0,0,0
17149,0,0,0,0,0,0,0,0
17150,0,0,0,0,0,0,0,0
17151,1,0,0,0,1,0,0,0
17152,0,0,0,0,0,0,0,0
17153,0,0,0,0,0,0,0,0
17154,1,0,0,0,1,0,0,0
17155,1,1,0,0,0,0,0,0
17157,1,0,0,0,0,0,0,0
17158,1,1,0,0,0,0,0,0
17159,0,0,0,0,0,0,0,0
17160,0,0,0,0,0,0,0,0
17161,0,1,1,0,0,0,0,0
17162,0,0,0,0,0,0,0,0
17163,0,0,0,0,0,0,0,0
17164,0,0,0,0,0,0,0,0
17165,0,0,0,0,0,0,0,0
17166,0,1,1,0,0,0,0,0
17167,0,0,0,0,0,0,0,0
17168,0,0,0,0,0,0,0,0
17169,1,1,0,0,0,0,0,0
17170,0,0,0,0,0,0,0,0
17171,0,0,0,0,0,0,0,0
17172,0,0,0,0,0,0,0,0
17173,1,0,0,0,0,0,0,0
17174,1,0,0,0,0,0,0,0
17175,1,0,0,0,1,0,0,0
17176,0,1,1,0,0,0,0,0
17177,0,0,0,0,0,0,0,0
17178,0,0,0,0,0,0,0,0
17180,1,0,0,0,0,0,0,0
17181,1,1,0,0,0,0,0,0
17182,0,0,0,0,0,0,0,0
17183,0,0,0,0,0,0,0,0
17184,0,0,0,0,0,0,0,0
17185,0,0,0,0,0,0,0,0
17186,1,1,0,0,0,0,0,0
17187,0,0,0,0,0,0,0,0
17188,0,0,0,0,0,0,0,0
17189,0,0,0,0,0,0,0,0
17190,0,0,0,0,0,0,0,0
17191,0,0,0,0,0,0,0,0
17192,1,1,0,0,1,0,0,0
17193,0,0,0,0,0,0,0,0
17194,1,1,0,0,0,0,0,0
17195,0,0,0,0,0,0,0,0
17196,0,0,0,0,0,0,0,0
17197,0,0,0,0,0,0,0,0
17198,1,1,0,0,1,1,0,0
17199,0,0,0,1,0,0,0,0
17200,1,1,0,0,1,0,0,0
17201,0,0,0,0,0,0,0,0
17202,0,0,0,0,0,0,0,0
17203,0,0,0,0,0,0,0,0
17204,1,1,0,0,1,1,0,0
17205,0,0,0,0,0,0,0,0
17206,0,0,0,0,0,0,0,0
17207,0,0,0,0,0,0,0,0
17208,0,0,0,0,0,0,0,0
17209,0,0,0,0,0,0,0,0
17210,0,0,0,0,0,0,0,0
17211,1,0,0,0,0,0,0,0
17212,0,0,0,0,0,0,0,0
17213,0,0,0,0,0,0,0,0
17214,1,1,0,0,0,0,0,0
17215,1,1,0,0,0,0,0,0
17216,1,1,0,0,0,0,0,0
17217,1,0,0,0,0,0,0,0
17218,0,0,0,0,0,0,0,0
17220,1,0,0,0,0,0,0,0
17221,1,1,0,0,1,1,0,0
17222,0,0,0,0,0,0,0,0
17223,1,1,0,0,0,0,0,0
17224,0,0,0,0,0,0,0,0
17225,0,0,0,0,0,0,0,0
17226,0,0,0,0,0,0,0,0
17227,0,0,0,0,0,0,0,0
17228,0,0,0,0,0,0,0,0
17230,0,0,0,0,0,0,0,0
17232,1,1,0,0,0,0,0,0
17233,0,0,0,0,0,0,0,0
17234,1,0,0,0,1,0,0,0
17901,0,0,0,0,0,0,0,0
17902,0,0,0,0,0,0,0,0
17903,0,0,0,0,0,0,0,0
18001,1,1,0,0,1,1,0,0
18002,1,1,0,0,1,1,0,0
18003,1,0,0,0,1,0,0,0
18004,1,1,0,0,1,1,0,0
18005,1,1,0,0,1,1,0,0
18006,1,1,0,0,1,1,0,0
18007,0,0,0,0,0,0,0,0
18010,0,0,0,0,0,0,0,0
18011,1,1,0,0,1,1,0,0
18012,0,0,0,0,0,0,0,0
18013,0,0,0,0,0,0,0,0
18014,0,0,0,0,0,0,0,0
18015,1,1,0,0,1,1,0,0
18016,1,1,0,0,1,1,0,0
18017,0,0,0,0,0,0,0,0
18018,0,0,0,0,0,0,0,0
18020,1,0,0,0,1,0,0,0
18021,1,1,0,0,1,1,0,0
18022,0,1,1,0,0,1,1,0
18023,1,1,0,0,1,1,0,0
18024,1,1,0,0,1,1,0,0
18025,1,1,0,0,1,1,0,0
18027,1,1,0,0,1,1,0,0
18028,0,0,0,0,0,0,0,0
18029,1,1,0,0,1,1,0,0
18030,1,1,0,0,1,1,0,0
18032,1,1,0,0,1,1,0,0
18033,0,1,1,0,0,1,1,0
18034,0,1,1,0,0,1,1,0
18035,0,0,0,0,0,0,0,0
18036,1,0,0,0,1,0,0,0
18037,1,1,0,0,1,1,0,0
18038,1,1,0,0,1,1,0,0
18039,0,0,0,1,0,0,0,1
18040,1,1,0,0,1,1,0,0
18042,1,1,0,0,1,1,0,0
18043,0,0,0,0,0,0,0,0
18044,1,1,0,0,1,1,0,0
18045,1,1,0,0,1,1,0,0
18046,0,0,0,0,0,0,0,0
18047,1,1,0,0,1,1,0,0
18048,1,1,0,0,1,1,0,0
18049,0,0,0,0,0,0,0,0
18050,0,0,0,0,0,0,0,0
18051,1,1,0,0,1,1,0,0
18053,1,0,0,0,1,0,0,0
18054,0,0,0,0,0,0,0,0
18056,1,1,0,0,1,1,0,0
18057,1,1,0,0,1,1,0,0
18059,1,1,0,0,1,1,0,0
18061,0,1,1,0,0,1,1,0
18062,0,0,0,0,0,0,0,0
18063,0,0,0,0,0,0,0,0
18064,0,1,1,0,0,1,1,0
18065,1,1,0,0,1,1,0,0
18066,1,1,0,0,1,1,0,0
18067,0,1,1,0,0,1,1,0
18068,0,0,0,0,0,0,0,0
18069,0,0,0,0,0,0,0,0
18070,0,0,0,0,0,0,0,0
18071,0,1,1,1,0,1,1,1
18072,1,1,0,0,1,1,0,0
18074,1,1,0,0,1,1,0,0
18076,1,1,0,0,1,1,0,0
18077,1,1,0,0,1,1,0,0
18078,1,1,0,0,1,1,0,0
18079,1,1,0,0,1,1,0,0
18082,0,1,1,0,0,1,1,0
18083,1,1,0,0,1,1,0,0
18084,0,1,1,1,0,1,1,1
18085,1,1,0,0,1,1,0,0
18086,1,1,0,0,1,1,0,0
18087,0,0,0,1,0,0,0,1
18088,1,1,0,0,1,1,0,0
18089,1,0,0,0,1,0,0,0
18093,1,1,0,0,1,1,0,0
18094,0,0,0,0,0,0,0,0
18095,0,0,0,0,0,0,0,0
18096,1,1,0,0,1,1,0,0
18097,1,0,0,0,1,0,0,0
18098,1,0,0,0,1,0,0,0
18099,1,0,0,0,1,0,0,0
18100,1,1,0,0,1,1,0,0
18101,0,0,0,0,0,0,0,0
18102,1,1,0,0,1,1,0,0
18103,1,1,0,0,1,1,0,0
18105,0,1,1,0,0,1,1,0
18106,1,1,0,0,1,1,0,0
18107,1,1,0,0,1,1,0,0
18108,0,1,1,0,0,1,1,0
18109,1,1,0,0,1,1,0,0
18111,1,1,0,0,1,1,0,0
18112,0,0,0,0,0,0,0,0
18114,0,0,0,0,0,0,0,0
18115,1,1,0,0,1,1,0,0
18116,0,0,0,0,0,0,0,0
18117,1,1,0,0,1,1,0,0
18119,1,0,0,0,1,0,0,0
18120,1,1,0,0,1,1,0,0
18121,1,1,0,0,1,1,0,0
18122,0,0,0,0,0,0,0,0
18123,0,0,0,0,0,0,0,0
18124,0,0,0,0,0,0,0,0
18126,1,1,0,0,1,1,0,0
18127,1,1,0,0,1,1,0,0
18128,0,0,0,0,0,0,0,0
18132,1,1,0,0,1,1,0,0
18133,0,1,1,0,0,1,1,0
18134,1,1,0,0,1,1,0,0
18135,1,1,0,0,1,1,0,0
18136,1,1,0,0,1,1,0,0
18137,0,0,0,0,0,0,0,0
18138,1,1,0,0,1,1,0,0
18140,1,0,0,0,1,0,0,0
18141,0,0,0,0,0,0,0,0
18143,1,1,0,0,1,1,0,0
18144,0,0,0,0,0,0,0,0
18145,0,0,0,0,0,0,0,0
18146,1,1,0,0,1,1,0,0
18147,1,0,0,0,1,0,0,0
18148,0,0,0,0,0,0,0,0
18149,1,1,0,0,1,1,0,0
18150,1,1,0,0,1,1,0,0
18151,1,1,0,0,1,1,0,0
18152,1,1,0,0,1,1,0,0
18153,0,0,0,0,0,0,0,0
18154,0,0,0,0,0,0,0,0
18157,0,0,0,0,0,0,0,0
18158,1,1,0,0,1,1,0,0
18159,1,1,0,0,1,1,0,0
18161,0,0,0,0,0,0,0,0
18162,0,0,0,0,0,0,0,0
18163,0,0,0,0,0,0,0,0
18164,0,0,0,0,0,0,0,0
18165,1,1,0,0,1,1,0,0
18167,1,1,0,0,0,1,1,1
18168,0,0,0,0,0,0,0,0
18170,1,1,0,0,1,1,0,0
18171,1,1,0,0,1,1,0,0
18173,1,1,0,0,1,1,0,0
18174,1,1,0,0,1,1,0,0
18175,1,1,0,0,1,1,0,0
18176,1,1,0,0,1,1,0,0
18177,1,1,0,0,1,1,0,0
18178,1,0,0,0,1,0,0,0
18179,1,1,0,0,1,1,0,0
18180,1,0,0,0,1,0,0,0
18181,0,0,0,0,0,0,0,0
18182,1,1,0,0,1,1,0,0
18183,1,1,0,0,1,1,0,0
18184,1,1,0,0,1,1,0,0
18185,1,1,0,0,1,1,0,0
18187,1,1,0,0,1,1,0,0
18188,1,1,0,0,1,1,0,0
18189,1,1,0,0,1,1,0,0
18192,1,1,0,0,1,1,0,0
18193,0,0,0,0,0,0,0,0
18194,1,0,0,0,1,0,0,0
18901,0,0,0,0,0,0,0,0
18902,1,0,0,0,1,0,0,0
18903,1,1,0,0,1,1,0,0
18904,1,1,0,0,1,1,0,0
18905,1,0,0,0,1,0,0,0
18906,1,0,0,0,1,0,0,0
18907,1,1,0,0,1,1,0,0
18908,1,1,0,0,1,1,0,0
18909,0,1,1,0,0,1,1,0
18910,0,0,0,0,0,0,0,0
18911,0,1,1,1,0,1,1,1
18912,1,1,0,0,1,1,0,0
18913,1,1,0,0,1,1,0,0
19001,0,1,1,0,0,1,1,0
19002,1,1,0,0,1,1,0,0
19003,1,1,0,0,1,1,0,0
19004,0,0,0,0,0,0,0,0
19005,1,1,0,0,1,1,0,0
19006,1,1,0,0,1,1,0,0
19007,0,0,0,0,0,0,0,0
19008,0,0,0,0,0,0,0,0
19009,1,1,0,0,1,1,0,0
19010,0,0,0,0,0,0,0,0
19011,1,1,0,0,1,1,0,0
19013,1,1,0,0,1,1,0,0
19015,1,1,0,0,1,1,0,0
19016,0,1,1,0,0,1,1,0
19017,0,0,0,0,0,0,0,0
19018,0,0,0,0,0,0,0,0
19019,0,0,0,0,0,0,0,0
19020,0,0,0,0,0,0,0,0
19021,0,0,0,0,0,0,0,0
19022,0,0,0,0,0,0,0,0
19023,0,0,0,0,0,0,0,0
19024,0,0,0,0,0,0,0,0
19027,1,1,0,0,1,1,0,0
19031,1,0,0,0,1,0,0,0
19032,0,0,0,0,0,0,0,0
19033,0,0,0,0,0,0,0,0
19034,1,0,0,0,1,0,0,0
19036,0,0,0,0,0,0,0,0
19037,0,0,0,0,0,0,0,0
19038,0,0,0,0,0,0,0,0
19039,1,1,0,0,1,1,0,0
19040,1,1,0,0,1,1,0,0
19041,1,1,0,0,1,1,0,0
19042,1,1,0,0,1,1,0,0
19043,1,1,0,0,1,1,0,0
19044,0,0,0,0,0,0,0,0
19045,0,0,0,0,0,0,0,0
19046,1,1,0,0,1,1,0,0
19047,0,0,0,0,0,0,0,0
19048,0,1,1,0,0,1,1,0
19049,1,1,0,0,1,1,0,0
19050,1,1,0,0,1,1,0,0
19051,0,0,0,0,0,0,0,0
19052,1,1,0,0,1,1,0,0
19053,1,1,0,0,1,1,0,0
19054,0,0,0,0,0,0,0,0
19055,1,1,0,0,1,1,0,0
19057,1,1,0,0,1,1,0,0
19058,1,1,0,0,1,1,0,0
19059,0,1,1,0,0,1,1,0
19060,1,1,0,0,1,1,0,0
19061,0,0,0,0,0,0,0,0
19064,1,1,0,0,1,1,0,0
19065,0,1,1,1,0,1,1,1
19066,0,0,0,0,0,0,0,0
19067,1,1,0,0,1,1,0,0
19070,1,1,0,0,1,1,0,0
19071,0,1,1,0,0,1,1,0
19073,1,1,0,0,1,1,0,0
19074,1,1,0,0,1,1,0,0
19075,0,0,0,0,0,0,0,0
19076,0,0,0,0,0,0,0,0
19078,1,1,0,0,1,1,0,0
19079,0,0,0,0,0,0,0,0
