"ESTU","CUES","CCAA","PROV","MUN","TAMUNI","AREA","DISTR","SECCION","ENTREV","P1","P2","P3","P401","P402","P403","P404","P501","P502","P601","P602","P6A","P701","P702","P801","P802","P9","P10","P10A","P11","P11A","P12","P12A","P1301","P1302","P1303","P1304","P1305","P1306","P13A","P1401","P14A01","P1402","P14A02","P1403","P14A03","P15.P17","P18","P18A","P1901","P1902","P1903","P1904","P1905","P2001.P22","P23","P23A","P23B","P23C","P24","P24A","P2501","P2502","P2503","P2504","P2505","P2506","P26","P26A","P27","P27A","P28","P29","P29A","P30.P35","P36.P38","P38A","P39","P40","P40A","P41","P42.P48","P49","P50","P51","P52","P53","P54","P55.P55A.P56","P56A","P57","P58.P58A","P59","P60","P61.P61A","P62","P63","P6401","P6402","P6403","P6404","P6501","P6502","P6503","P6504","P6505","P66","P67","P68","P69","P7001","P7002","I1","I2","I3","I4","I5","I6","I7","I8","I9","E101","E102","E103","E2","E3","E4","C1","C1A","C2","C2A","C2B","C3","FINAL","PESO","RECUERDO","OCUPAPAD","ESTUDIOS","OCUPA","CONDICION","ESTATUS"
2760,2026,3,33,0,3,0,0,0,0,1,1,4,4,1,3,5,4,13,5,2,14,7,1,1,7,4,33,33,1,1,4,4,NA,NA,NA,NA,NA,1,NA,97,0,0,0,0,0,18818382,1,1,8,1,8,8,8,222222222228811104,2,0,0,0,8,8,8,8,1,1,8,8,1,1,8,NA,0,81,98,1123131133131333376,881,1,2,1,1,4,"999898 0 0 0 0",1,997,33,4,2,71,223,1,99,14,2,912,13,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,7,NA,NA,NA,NA,1,1,NA,NA,30,4,8,3,25,3,2,16,1,NA,NA,1,10,"1,5004",1,11,1,9,8,NA
2760,2027,3,33,0,3,0,0,0,0,1,3,3,5,2,4,5,12,NA,4,2,13,98,98,98,98,4,33,33,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33818333,1,1,8,1,8,8,8,8888881111113,1,3,4,4,2,2,8,3,8,1,8,8,3,3,4,NA,0,81,4,1353181132131332352,111,2,98,1,2,6," 6 7 7 0 0 0 0",1,401,33,9,2,35,103,8,1,30,1,354,22,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,8,NA,2,NA,NA,NA,4,NA,NA,30,4,8,3,20,3,1,NA,1,NA,NA,1,10,"1,5004",2,4,5,3,2,NA
2760,2028,3,33,0,3,0,0,0,0,1,4,4,5,2,5,5,4,NA,2,5,98,98,98,98,98,8,33,33,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,81822133,1,2,8,1,8,8,8,2222228881118,1,8,8,8,2,2,8,8,8,1,8,8,3,3,4,NA,0,81,98,1323181133131333376,211,12,29,1,23,98,"999898 0 0 0 0",2,533,33,4,1,28,523,6,5,12,6,533,13,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,9,NA,5,NA,NA,NA,4,NA,NA,30,4,8,3,20,3,1,NA,1,NA,NA,1,10,"1,5004",7,5,4,5,10,NA
2760,2029,3,33,0,3,1,0,0,0,1,4,3,5,1,5,5,13,NA,5,2,14,1,7,1,2,8,33,33,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33818133,1,1,1,1,8,8,1,2222221181113,2,0,0,0,8,8,1,8,1,1,1,1,3,3,4,NA,0,81,1,1343121133131332352,111,1,98,8,0,5," 5 5 5 0 0 0 0",1,751,33,4,2,30,103,5,2,11,4,513,23,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,23,4,8,3,20,1,1,NA,1,NA,NA,1,10,"1,5004",1,7,3,5,9,NA
2760,2030,3,33,0,3,1,0,0,0,1,2,3,2,1,4,5,8,NA,5,3,98,1,7,98,98,3,98,33,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,83828128,1,1,1,1,1,8,1,2222221111112,2,0,0,0,8,8,8,8,8,1,8,8,4,4,4,NA,0,11,99,1323111132132333312,111,1,12,9,0,6," 898 7 0 0 0 0",1,997,33,4,2,35,103,3,8,12,7,863,13,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,2,NA,16,NA,NA,2,2,NA,NA,23,4,8,3,23,2,2,13,1,NA,NA,1,10,"1,5004",1,11,2,8,11,NA
2760,2031,3,33,0,3,1,0,0,0,1,4,4,5,1,5,5,13,4,5,2,99,1,4,98,98,3,24,34,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,12212323,1,1,1,1,1,1,8,222222222228111104,1,2,1,4,8,8,8,3,1,1,8,8,4,4,3,NA,0,81,4,1533121132121333248,811,2,98,1,1,5," 5 4 4 0 0 0 0",1,997,33,9,2,50,103,3,9,12,7,752,13,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,23,4,8,3,25,2,2,16,1,NA,NA,1,10,"1,5004",2,11,2,7,11,NA
2760,2032,3,33,0,3,1,0,0,0,1,2,4,1,1,2,5,15,13,2,4,99,1,7,2,1,2,13,13,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,6,1,6,1,NA,0,11128112,1,1,1,1,1,1,2,222221188221121120,1,1,3,1,2,2,1,3,1,1,1,1,3,2,3,NA,0,31,1,1313121133131333120,811,99,99,1,99,99,"999999 0 0 0 0",1,970,13,3,2,65,103,3,0,30,7,813,13,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,4,NA,7,NA,NA,NA,2,NA,NA,23,4,8,NA,23,2,2,16,1,NA,NA,1,10,"1,5004",99,9,2,8,11,NA
2760,2033,3,33,0,3,1,0,0,0,1,3,2,2,1,3,5,15,NA,5,2,99,1,7,98,98,8,33,33,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,98,0,NA,0,NA,0,13818332,1,1,1,1,1,1,8,8888888181188,2,0,0,0,8,8,1,8,1,1,1,1,3,3,4,NA,0,21,98,1233121133131332352,111,1,98,1,3,5,"99 5 3 0 0 0 0",1,722,33,9,2,24,523,6,0,30,1,341,13,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,NA,8,NA,NA,NA,5,NA,NA,23,4,8,3,21,2,2,8,1,NA,NA,1,10,"1,5004",1,7,4,3,5,NA
2760,2034,3,33,0,3,1,0,0,0,1,3,4,2,1,4,5,13,4,5,2,14,4,1,5,7,2,6,49,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,3,1,13113122,1,1,1,1,1,1,2,1188818181112,2,0,0,0,2,2,8,3,1,1,8,8,3,3,4,NA,0,81,1,1233121132132332288,211,1,98,1,99,5,"98 5 5 0 0 0 0",1,812,33,9,1,43,103,5,2,30,1,723,13,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,6,NA,3,NA,NA,NA,6,NA,NA,23,4,8,3,20,2,2,16,1,NA,NA,1,10,"1,5004",1,8,3,7,6,NA
2760,2035,3,33,0,3,1,0,0,0,1,3,4,3,1,4,5,98,NA,2,5,99,1,7,98,98,3,37,37,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,13818333,1,8,1,1,8,8,1,222222222221181184,1,2,1,8,2,8,1,3,1,1,8,8,3,2,4,NA,0,81,98,1423131132131332352,211,1,30,1,1,5,"99 5 5 0 0 0 0",1,812,33,9,1,46,103,4,98,11,1,723,13,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,23,4,8,3,20,3,2,8,1,NA,NA,1,10,"1,5004",1,8,4,7,6,NA
2760,2036,3,33,0,3,1,0,0,0,1,3,3,1,1,5,5,8,13,2,5,99,98,98,98,98,8,33,33,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,98,0,NA,0,NA,0,83818333,1,1,8,1,8,8,1,8888888181888,2,0,0,0,8,8,8,8,8,8,8,8,3,3,4,NA,0,81,98,1323111183831332352,185,0,98,5,0,5,"99 6 6 0 0 0 0",1,751,33,9,1,23,523,3,0,30,1,430,23,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,8,NA,21,NA,NA,NA,8,NA,NA,23,4,8,3,20,3,2,16,1,NA,NA,1,10,"1,5004",8,7,2,4,5,NA
2760,2037,3,33,0,2,0,0,0,0,1,4,4,4,1,5,5,98,NA,8,8,0,98,98,98,98,3,33,33,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,81888818,8,0,8,8,8,8,8,222222222221818112,2,0,0,0,8,8,8,8,8,8,8,8,8,8,8,NA,0,89,0,1158888881888333312,885,0,98,1,2,98,"999898 0 0 0 0",1,600,33,1,2,65,523,2,9,13,3,601,40,1,2,NA,NA,1,NA,9,14,16,NA,NA,NA,2,2,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,NA,22,4,8,2,28,1,1,NA,1,NA,NA,1,10,"1,5004",8,6,2,6,8,NA
2760,2038,3,33,0,2,0,0,0,0,1,4,4,5,1,5,5,98,NA,2,8,98,1,7,98,98,3,33,33,1,1,4,4,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,0,83818388,1,1,8,8,8,8,1,222222222228888896,2,0,0,0,8,8,8,8,8,8,8,8,8,8,8,NA,0,81,98,1128188881888333312,885,0,98,5,0,98,"989898 0 0 0 0",1,600,33,2,1,72,103,2,98,11,2,601,40,1,3,1,NA,NA,NA,9,14,16,21,NA,2,2,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,22,4,8,2,28,1,1,NA,1,NA,NA,1,10,"1,5004",8,6,2,6,8,NA
2760,2039,3,33,0,2,0,0,0,0,1,3,3,5,1,5,5,98,NA,8,8,0,1,7,98,98,8,33,33,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,1,8,NA,0,NA,0,83811338,1,8,8,1,8,8,2,2222222221183,2,0,0,0,8,8,8,8,1,1,8,8,3,3,3,NA,0,81,1,1313121132131333376,111,2,98,1,99,98,"989898 0 0 0 0",1,600,33,4,2,28,513,3,8,12,1,621,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,NA,3,NA,NA,NA,2,NA,NA,22,4,8,2,NA,2,2,7,1,NA,NA,1,10,"1,5004",2,6,2,6,4,NA
2760,2040,3,33,0,2,0,0,0,0,1,2,3,2,1,4,1,96,19,4,3,13,1,7,98,98,3,33,33,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,NA,0,33113333,2,0,1,1,1,1,1,2122222121113,1,3,1,4,2,2,8,3,1,1,1,8,3,3,4,NA,0,31,5,1213121133131333120,111,1,26,1,1,5," 6 5 6 0 0 0 0",1,761,33,3,1,32,103,5,3,11,1,780,30,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA,4,NA,2,NA,NA,NA,6,NA,NA,22,4,8,2,20,2,2,13,1,NA,NA,1,10,"1,5004",1,7,3,7,1,NA
2760,2041,3,33,0,2,0,0,0,0,1,3,3,3,1,5,5,13,NA,4,2,98,98,98,98,98,3,33,33,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,6,8,NA,0,NA,0,33113332,1,1,1,1,1,1,2,1122221121113,1,1,3,1,8,8,1,8,1,1,1,1,3,3,4,NA,0,21,4,1233131133131333376,111,1,29,1,1,5,"99 4 4 0 0 0 0",1,724,33,4,1,35,523,3,5,11,1,140,30,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,22,4,8,2,20,2,1,NA,1,NA,NA,1,10,"1,5004",1,7,2,1,1,NA
2760,2042,3,33,0,2,0,0,0,0,1,4,4,4,1,5,5,98,NA,8,8,0,98,98,98,98,8,33,33,1,1,4,9,NA,NA,NA,NA,NA,NA,NA,98,0,NA,0,NA,0,81838118,1,1,8,8,8,8,8,222228888888811904,2,0,0,0,8,8,8,8,8,1,8,8,2,2,8,NA,0,89,0,1138888881888333312,881,1,98,1,1,5,"99 5 5 0 0 0 0",1,600,33,9,2,63,223,2,99,13,3,621,40,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,22,4,8,2,25,2,2,8,1,NA,NA,1,10,"1,5004",1,6,2,6,8,NA
2760,2043,3,33,0,2,0,0,0,0,1,1,4,2,1,4,5,13,15,5,2,14,1,7,98,98,3,33,33,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,10,1,NA,0,NA,0,33112333,1,1,1,1,1,1,2,222222222221111104,1,5,4,4,2,2,8,3,8,1,1,8,3,2,2,9,9,31,1,1423121133131213312,111,2,26,1,2,6," 6 5 6 0 0 0 0",1,854,33,4,1,59,103,3,5,11,1,341,11,75,1,NA,NA,NA,NA,38,NA,40,NA,NA,NA,1,1,NA,NA,NA,7,NA,2,NA,NA,NA,5,NA,NA,22,4,8,2,30,2,1,NA,1,NA,NA,1,10,"1,5004",2,8,2,3,5,NA
2760,2044,3,33,0,2,0,0,0,0,1,3,4,2,1,4,5,4,NA,2,5,98,1,4,98,98,1,33,33,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,98,0,NA,0,NA,0,88888883,1,1,8,8,8,8,8,222222222221181120,1,2,3,1,8,8,8,8,8,1,8,8,4,3,3,NA,0,81,98,1128188188188333312,281,2,98,1,2,6," 6 6 7 0 0 0 0",1,723,33,4,2,51,103,3,8,14,7,863,13,60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,8,NA,6,NA,NA,NA,7,NA,NA,22,4,8,2,23,3,1,NA,1,NA,NA,1,10,"1,5004",2,7,2,8,11,NA
2760,2245,1,41,0,2,0,0,0,0,1,4,8,5,3,5,5,98,NA,5,4,12,2,1,5,1,4,41,41,3,3,3,3,NA,NA,NA,NA,NA,1,NA,4,1,NA,0,NA,0,88813832,8,0,1,1,1,1,1,222222222211181344,2,0,0,0,8,8,1,1,1,1,1,1,2,2,3,NA,0,21,98,1232121131111333376,881,1,99,1,1,2," 3 3 3 0 0 0 0",2,600,41,4,1,81,103,2,2,11,2,602,23,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,12,5,8,1,24,2,1,NA,1,NA,NA,1,8,"1,5004",1,6,2,6,8,NA
2760,2246,1,41,0,2,0,0,0,0,1,3,3,3,1,4,5,13,NA,4,5,13,9,1,4,1,2,41,41,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,6,1,NA,0,NA,0,33113332,1,1,1,1,1,1,3,1222223131334,1,2,8,1,1,1,1,1,1,1,1,1,3,2,3,NA,0,21,1,1243131138131332096,111,1,98,1,1,3," 3 3 3 0 0 0 0",2,600,41,4,2,45,103,3,3,11,4,602,23,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,NA,6,3,2,1,NA,1,NA,12,5,8,1,25,2,1,NA,1,NA,NA,1,8,"1,5004",1,6,2,6,9,NA
2760,2247,1,41,0,2,0,0,0,0,1,4,4,3,1,3,5,98,NA,5,4,13,9,5,5,9,1,41,41,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33311333,3,0,2,1,2,2,1,222222222221818208,2,0,0,0,2,2,3,3,3,1,3,1,4,4,4,NA,0,11,1,1211211131111333376,211,99,99,1,99,99,"999999 0 0 0 0",1,742,41,3,2,57,103,2,8,14,3,522,11,75,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,3,NA,4,2,1,2,2,1,NA,12,5,8,1,21,3,1,NA,1,NA,NA,1,8,"1,5004",99,7,2,5,8,NA
2760,2248,1,41,0,2,0,0,0,0,1,4,4,5,5,5,5,98,NA,5,9,98,1,4,5,1,8,41,41,1,1,4,4,NA,NA,NA,NA,NA,1,NA,97,0,0,0,0,0,31113138,1,1,1,1,1,1,1,222222222221111328,2,0,0,0,8,8,8,8,8,8,8,8,7,7,3,NA,0,21,98,1243131131131333376,881,1,99,1,1,3," 3 3 3 0 0 0 0",2,742,41,4,2,68,221,0,3,11,3,711,23,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,NA,NA,4,NA,8,2,3,2,3,1,1,12,5,8,1,22,3,2,13,1,NA,NA,1,8,"1,5004",1,7,1,7,8,NA
2760,2249,1,41,0,2,0,0,0,0,1,3,3,2,2,3,5,98,NA,5,4,13,5,2,5,98,8,96,50,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33811333,3,0,1,1,3,1,1,2222221811218,1,5,8,4,2,2,1,8,8,1,3,1,3,3,4,NA,0,11,1,1531111131111333376,111,99,25,1,99,5," 59898 0 0 0 0",1,761,41,4,2,39,103,6,6,11,1,140,30,50,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,5,NA,3,2,3,1,2,1,NA,12,5,8,1,24,3,1,NA,1,NA,NA,1,8,"1,5004",99,7,4,1,1,NA
2760,2250,1,41,0,2,0,0,0,0,1,4,4,5,5,5,5,99,NA,4,5,98,4,9,5,98,8,41,41,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33818338,8,0,2,1,2,1,1,222222222221111200,2,0,0,0,8,8,1,8,8,1,8,1,3,3,4,NA,0,31,98,1531111121211333376,211,2,98,1,2,6," 69898 0 0 0 0",2,854,41,4,1,55,103,2,8,14,1,863,13,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,6,NA,9,2,1,3,4,NA,NA,12,5,8,1,24,3,1,NA,1,NA,NA,1,8,"1,5004",2,8,2,8,6,NA
2760,2251,1,41,0,2,0,0,0,0,1,4,4,1,1,4,5,13,4,2,5,5,1,2,5,98,4,41,41,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,83318331,3,0,8,1,3,3,1,2222221338313,2,0,0,0,2,2,3,3,3,1,2,2,2,3,4,NA,0,11,98,1451131131331333376,111,2,3,1,2,7," 6 8 8 0 0 0 0",1,601,41,3,1,33,523,10,0,30,1,140,13,24,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,7,NA,8,2,4,3,2,1,1,12,5,8,1,22,3,1,NA,1,NA,NA,1,8,"1,5004",2,6,6,1,1,NA
2760,2252,1,41,0,2,0,0,0,0,1,3,3,1,1,3,5,15,4,4,8,99,9,1,5,98,8,41,41,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,31331131,3,0,8,8,8,8,1,2222221112213,2,0,0,0,2,2,3,3,3,1,3,1,2,2,4,NA,0,32,0,1351111131111333120,111,2,1,1,2,7," 5 4 4 0 0 0 0",9,751,41,4,2,28,103,5,8,14,1,341,13,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,8,NA,2,1,2,1,1,NA,NA,12,5,8,1,22,3,1,NA,1,NA,NA,1,8,"1,5004",2,7,3,3,5,NA
2760,2253,1,41,0,2,0,0,0,0,1,4,4,5,3,5,5,98,NA,4,5,12,2,9,9,4,2,21,21,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,31133132,1,1,1,1,1,1,3,2222223131338,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,9,9,81,98,1232121121131332096,111,1,98,1,1,3," 3 3 4 0 0 0 0",2,600,41,4,1,36,103,3,6,14,1,512,21,85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,9,NA,1,1,NA,NA,3,NA,NA,12,5,8,1,22,4,1,NA,1,NA,NA,1,8,"1,5004",1,6,2,5,7,NA
2760,2254,1,41,91,6,0,0,0,0,1,4,4,5,3,5,5,98,NA,8,8,0,5,98,7,4,8,41,41,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,83818338,3,0,8,1,8,1,8,2222228111888,2,0,0,0,1,1,3,1,1,1,8,1,3,3,1,9,5,81,99,1351313821312333312,885,0,98,5,0,98,"99 3 3 0 0 0 0",2,341,41,4,1,23,523,6,7,11,1,863,13,60,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,3,15,NA,1,1,8,NA,NA,10,5,8,6,25,1,1,NA,1,NA,NA,1,8,"1,5004",8,3,4,8,6,NA
2760,2255,1,41,91,6,0,0,0,0,1,4,3,5,3,5,5,10,NA,4,2,13,1,9,1,4,2,41,6,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,83113338,1,1,1,1,8,8,3,2222228111888,2,0,0,0,1,1,1,1,1,1,1,1,3,3,4,NA,0,88,0,1342121132332332288,221,1,2,1,1,3,"99 3 3 0 0 0 0",1,813,41,4,2,24,523,4,1,11,1,512,11,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,10,5,8,6,25,1,1,NA,1,NA,NA,1,8,"1,5004",1,8,4,5,7,NA
2760,2256,1,41,91,6,0,0,0,0,1,2,1,1,1,3,5,8,15,4,5,11,7,9,7,4,3,41,21,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,1,NA,0,NA,0,31133133,8,0,1,1,1,2,1,2222213111333,1,1,5,1,1,1,1,1,3,1,3,1,2,2,4,NA,0,31,2,1353131133131222272,111,1,28,1,1,5,"99 3 3 0 0 0 0",1,855,41,4,1,34,523,10,0,11,1,729,11,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,10,5,8,6,30,1,1,NA,1,NA,NA,1,8,"1,5004",1,8,6,7,6,NA
2760,2257,1,41,91,6,0,0,0,0,1,4,3,5,2,5,5,13,4,4,2,14,10,4,10,4,2,44,44,1,1,3,3,NA,NA,NA,NA,NA,1,NA,6,1,NA,0,NA,0,11833112,3,0,1,1,1,1,1,222221122221121120,2,0,0,0,1,1,2,1,3,3,3,3,3,1,3,NA,0,21,1,1453112131222333440,111,1,2,1,1,2,"99 3 3 0 0 0 0",1,600,44,4,2,79,523,2,10,15,2,911,25,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,4,NA,15,NA,1,2,8,NA,NA,10,5,8,6,30,1,1,NA,1,NA,NA,1,8,"1,5004",1,6,2,9,8,NA
2760,2258,1,41,91,6,0,0,0,0,1,2,3,4,1,4,5,6,10,3,4,6,1,4,10,4,4,41,41,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33113333,1,1,1,1,1,1,1,2222221111113,1,2,1,1,2,2,3,8,1,1,3,1,2,2,4,NA,0,21,2,1543111132212332288,111,1,2,1,1,3," 3 3 3 0 0 0 0",1,711,48,4,2,38,103,10,2,11,7,832,13,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,NA,23,NA,3,2,7,NA,1,10,5,8,6,25,2,1,NA,1,NA,NA,1,8,"1,5004",1,7,6,8,11,NA
2760,2259,1,41,91,6,0,0,0,0,1,3,2,2,1,3,5,13,NA,4,2,11,4,7,4,9,2,41,41,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,13833132,8,0,1,1,1,1,1,112122222221121328,2,0,0,0,9,1,1,1,3,1,3,1,3,2,4,NA,0,21,2,1323131133131322112,115,0,2,5,0,3," 3 3 3 0 0 0 0",1,935,41,4,1,58,103,3,6,11,4,813,23,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,6,NA,4,NA,NA,1,1,NA,NA,10,5,8,6,30,2,1,NA,1,NA,NA,1,8,"1,5004",8,9,2,8,9,NA
2760,2260,1,41,91,6,0,0,0,0,1,3,3,5,2,5,5,10,NA,4,5,14,4,1,7,9,3,41,41,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,83813332,2,0,1,1,8,8,3,2222228111323,2,0,0,0,1,1,8,1,1,1,8,8,3,3,4,NA,0,88,0,1133111132332333184,111,2,1,1,2,6," 3 898 0 0 0 0",1,170,41,4,2,27,103,8,5,11,1,281,23,80,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,7,1,22,1,NA,1,8,NA,1,10,5,8,6,25,2,1,NA,1,NA,NA,1,8,"1,5004",2,1,5,2,2,NA
2760,2261,1,41,91,6,0,0,0,0,1,4,3,5,3,5,5,8,NA,4,2,13,1,4,7,4,2,41,41,4,1,3,4,NA,NA,NA,NA,NA,1,NA,97,0,0,0,0,0,13133312,2,0,1,1,1,8,3,222222222228111328,2,0,0,0,8,8,8,1,1,1,1,1,7,7,3,NA,0,28,0,1451313811312333312,815,0,98,5,0,98,"999898 0 0 0 0",1,602,41,4,1,81,221,0,2,11,2,714,23,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,8,3,12,1,3,NA,3,NA,1,10,5,8,6,25,3,1,NA,1,NA,NA,1,8,"1,5004",8,6,1,7,8,NA
2760,2262,1,41,91,6,0,0,0,0,1,4,4,5,2,5,5,98,NA,4,5,11,1,9,1,4,4,41,41,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33113333,3,0,1,1,1,8,1,222222222221131136,1,3,1,1,2,2,3,3,3,8,3,8,3,2,1,NA,2,31,4,1423131133231332096,211,1,3,1,1,4,"98 498 0 0 0 0",1,812,41,4,1,47,103,6,2,11,1,812,13,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,9,3,2,NA,NA,2,NA,NA,NA,10,5,8,6,25,3,2,1,1,NA,NA,1,8,"1,5004",1,8,4,8,6,NA
2760,2263,1,41,91,6,0,0,0,0,1,4,4,5,1,5,5,98,NA,4,8,13,1,9,10,4,4,41,41,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,88888338,1,2,8,1,8,8,8,222222222221131328,2,0,0,0,1,1,1,1,1,1,1,1,4,4,2,NA,2,88,0,1133313232322333312,811,1,26,1,1,4," 3 3 3 0 0 0 0",1,723,96,4,2,47,103,5,4,11,7,713,23,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,10,NA,11,NA,1,2,1,NA,NA,10,5,8,6,25,3,1,NA,1,NA,NA,1,8,"1,5004",1,7,3,7,11,NA
2760,2264,1,41,38,5,1,0,0,0,1,4,3,5,3,5,5,98,NA,8,8,0,1,98,5,98,8,98,96,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,83818338,3,0,8,1,8,8,3,2222221111183,2,0,0,0,1,1,8,1,1,1,1,1,3,3,4,NA,0,88,0,1243113121312333312,881,2,98,1,2,98,"989898 0 0 0 0",1,712,41,4,1,21,523,3,3,11,1,712,23,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,3,4,1,1,NA,1,NA,NA,9,5,8,5,25,1,1,NA,1,NA,NA,1,8,"1,5004",2,7,2,7,6,NA
